,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
200162,12,9,5,2022-12-09,DL,N380DN,2190,10397,ATL,"Atlanta, GA",GA,10423,AUS,"Austin, TX",TX,2124,2120.0,-4.0,0.0,0.0,-1.0,2100-2159,2256,2236.0,-19.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,152.0,137.0,120.0,813.0,4,,,,,
270672,12,28,3,2022-12-28,NK,N690NK,1154,10158,ACY,"Atlantic City, NJ",NJ,14635,RSW,"Fort Myers, FL",FL,1035,1047.0,12.0,12.0,0.0,0.0,1000-1059,1324,1322.0,-2.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,169.0,155.0,140.0,982.0,4,,,,,
533072,12,9,5,2022-12-09,WN,N8685B,3476,10599,BHM,"Birmingham, AL",AL,12191,HOU,"Houston, TX",TX,545,542.0,-3.0,0.0,0.0,-1.0,0001-0559,740,728.0,-12.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,115.0,106.0,89.0,570.0,3,,,,,
55105,12,13,2,2022-12-13,AA,N962AN,1977,14683,SAT,"San Antonio, TX",TX,11057,CLT,"Charlotte, NC",NC,1201,1159.0,-2.0,0.0,0.0,-1.0,1200-1259,1544,1530.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,163.0,151.0,129.0,1095.0,5,,,,,
568429,12,8,4,2022-12-08,YX,N223JQ,5849,12953,LGA,"New York, NY",NY,13198,MCI,"Kansas City, MO",MO,1050,1049.0,-1.0,0.0,0.0,-1.0,1000-1059,1334,1357.0,23.0,23.0,1.0,1.0,1300-1359,0.0,,0.0,224.0,248.0,195.0,1107.0,5,0.0,0.0,23.0,0.0,0.0
322074,12,1,4,2022-12-01,OO,N174SY,3306,14831,SJC,"San Jose, CA",CA,14262,PSP,"Palm Springs, CA",CA,1200,1155.0,-5.0,0.0,0.0,-1.0,1200-1259,1327,1323.0,-4.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,87.0,88.0,69.0,390.0,2,,,,,
247443,12,6,2,2022-12-06,HA,N494HA,282,12173,HNL,"Honolulu, HI",HI,12402,ITO,"Hilo, HI",HI,1300,1325.0,25.0,25.0,1.0,1.0,1300-1359,1356,1425.0,29.0,29.0,1.0,1.0,1300-1359,0.0,,0.0,56.0,60.0,37.0,216.0,1,21.0,0.0,0.0,0.0,8.0
272173,12,24,6,2022-12-24,NK,N636NK,1271,14107,PHX,"Phoenix, AZ",AZ,13930,ORD,"Chicago, IL",IL,1120,,,,,,1100-1159,1534,,,,,,1500-1559,1.0,B,0.0,194.0,,,1440.0,6,,,,,
52811,12,23,5,2022-12-23,AA,N153AN,1904,11057,CLT,"Charlotte, NC",NC,14492,RDU,"Raleigh/Durham, NC",NC,1820,1947.0,87.0,87.0,1.0,5.0,1800-1859,1916,2041.0,85.0,85.0,1.0,5.0,1900-1959,0.0,,0.0,56.0,54.0,32.0,130.0,1,0.0,85.0,0.0,0.0,0.0
487949,12,27,2,2022-12-27,WN,N8644C,3175,14679,SAN,"San Diego, CA",CA,14893,SMF,"Sacramento, CA",CA,1300,1927.0,387.0,387.0,1.0,12.0,1300-1359,1440,2058.0,378.0,378.0,1.0,12.0,1400-1459,0.0,,0.0,100.0,91.0,77.0,480.0,2,273.0,0.0,0.0,0.0,105.0
251130,12,11,7,2022-12-11,MQ,N204NN,3351,14576,ROC,"Rochester, NY",NY,13930,ORD,"Chicago, IL",IL,612,612.0,0.0,0.0,0.0,0.0,0600-0659,721,718.0,-3.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,129.0,126.0,86.0,528.0,3,,,,,
321609,12,6,2,2022-12-06,OO,N516SY,3208,12892,LAX,"Los Angeles, CA",CA,14893,SMF,"Sacramento, CA",CA,2128,2124.0,-4.0,0.0,0.0,-1.0,2100-2159,2257,2242.0,-15.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,89.0,78.0,61.0,373.0,2,,,,,
442555,12,9,5,2022-12-09,WN,N244WN,2572,13303,MIA,"Miami, FL",FL,10397,ATL,"Atlanta, GA",GA,550,558.0,8.0,8.0,0.0,0.0,0001-0559,750,755.0,5.0,5.0,0.0,0.0,0700-0759,0.0,,0.0,120.0,117.0,88.0,594.0,3,,,,,
494953,12,29,4,2022-12-29,WN,,523,13296,MHT,"Manchester, NH",NH,10821,BWI,"Baltimore, MD",MD,945,,,,,,0900-0959,1125,,,,,,1100-1159,1.0,A,0.0,100.0,,,377.0,2,,,,,
462367,12,27,2,2022-12-27,WN,N442WN,2221,10821,BWI,"Baltimore, MD",MD,10257,ALB,"Albany, NY",NY,730,,,,,,0700-0759,850,,,,,,0800-0859,1.0,A,0.0,80.0,,,289.0,2,,,,,
336255,12,21,3,2022-12-21,OO,N506CA,4241,11013,CIU,"Sault Ste. Marie, MI",MI,13487,MSP,"Minneapolis, MN",MN,2007,32.0,265.0,265.0,1.0,12.0,2000-2059,2107,110.0,243.0,243.0,1.0,12.0,2100-2159,0.0,,0.0,120.0,98.0,71.0,435.0,2,0.0,243.0,0.0,0.0,0.0
249150,12,22,4,2022-12-22,HA,N492HA,522,12173,HNL,"Honolulu, HI",HI,12402,ITO,"Hilo, HI",HI,1810,1908.0,58.0,58.0,1.0,3.0,1800-1859,1905,2004.0,59.0,59.0,1.0,3.0,1900-1959,0.0,,0.0,55.0,56.0,34.0,216.0,1,1.0,0.0,0.0,0.0,58.0
558523,12,25,7,2022-12-25,YX,N409YX,4341,11278,DCA,"Washington, DC",VA,10693,BNA,"Nashville, TN",TN,1040,1043.0,3.0,3.0,0.0,0.0,1000-1059,1150,1218.0,28.0,28.0,1.0,1.0,1100-1159,0.0,,0.0,130.0,155.0,91.0,562.0,3,0.0,0.0,25.0,0.0,3.0
370384,12,15,4,2022-12-15,UA,N837UA,1770,14771,SFO,"San Francisco, CA",CA,11066,CMH,"Columbus, OH",OH,2235,2240.0,5.0,5.0,0.0,0.0,2200-2259,611,614.0,3.0,3.0,0.0,0.0,0600-0659,0.0,,0.0,276.0,274.0,245.0,2120.0,9,,,,,
350582,12,28,3,2022-12-28,OO,N603CZ,3695,13930,ORD,"Chicago, IL",IL,10721,BOS,"Boston, MA",MA,1700,714.0,854.0,854.0,1.0,12.0,1700-1759,2035,1028.0,833.0,833.0,1.0,12.0,2000-2059,0.0,,0.0,155.0,134.0,107.0,867.0,4,0.0,833.0,0.0,0.0,0.0
386896,12,12,1,2022-12-12,UA,N37263,1769,14492,RDU,"Raleigh/Durham, NC",NC,14771,SFO,"San Francisco, CA",CA,1804,1817.0,13.0,13.0,0.0,0.0,1800-1859,2115,2056.0,-20.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,371.0,338.0,322.0,2400.0,10,,,,,
362169,12,30,5,2022-12-30,UA,N473UA,1928,15380,TVC,"Traverse City, MI",MI,13930,ORD,"Chicago, IL",IL,715,728.0,13.0,13.0,0.0,0.0,0700-0759,741,756.0,15.0,15.0,1.0,1.0,0700-0759,0.0,,0.0,86.0,88.0,51.0,224.0,1,13.0,0.0,2.0,0.0,0.0
320474,12,4,7,2022-12-04,OO,N767SK,3198,11109,COS,"Colorado Springs, CO",CO,11298,DFW,"Dallas/Fort Worth, TX",TX,1652,1647.0,-5.0,0.0,0.0,-1.0,1600-1659,1943,1931.0,-12.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,111.0,104.0,76.0,592.0,3,,,,,
141821,12,25,7,2022-12-25,B6,N633JB,127,11618,EWR,"Newark, NJ",NJ,13204,MCO,"Orlando, FL",FL,945,938.0,-7.0,0.0,0.0,-1.0,0900-0959,1259,1229.0,-30.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,194.0,171.0,146.0,937.0,4,,,,,
547852,12,25,7,2022-12-25,WN,N8769Q,790,10821,BWI,"Baltimore, MD",MD,12339,IND,"Indianapolis, IN",IN,630,719.0,49.0,49.0,1.0,3.0,0600-0659,830,914.0,44.0,44.0,1.0,2.0,0800-0859,0.0,,0.0,120.0,115.0,81.0,516.0,3,44.0,0.0,0.0,0.0,0.0
186194,12,28,3,2022-12-28,DL,N330DX,2955,10397,ATL,"Atlanta, GA",GA,10140,ABQ,"Albuquerque, NM",NM,2025,2040.0,15.0,15.0,1.0,1.0,2000-2059,2152,2146.0,-6.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,207.0,186.0,171.0,1269.0,6,,,,,
99621,12,1,4,2022-12-01,AS,N518AS,1147,12892,LAX,"Los Angeles, CA",CA,14747,SEA,"Seattle, WA",WA,1750,1909.0,79.0,79.0,1.0,5.0,1700-1759,2046,2158.0,72.0,72.0,1.0,4.0,2000-2059,0.0,,0.0,176.0,169.0,136.0,954.0,4,0.0,0.0,0.0,0.0,72.0
296093,12,22,4,2022-12-22,OH,N526EA,5249,11433,DTW,"Detroit, MI",MI,11278,DCA,"Washington, DC",VA,1733,1813.0,40.0,40.0,1.0,2.0,1700-1759,1909,2010.0,61.0,61.0,1.0,4.0,1900-1959,0.0,,0.0,96.0,117.0,75.0,405.0,2,0.0,0.0,24.0,0.0,37.0
77528,12,19,1,2022-12-19,AA,N971UY,1216,11057,CLT,"Charlotte, NC",NC,11618,EWR,"Newark, NJ",NJ,1300,1307.0,7.0,7.0,0.0,0.0,1300-1359,1444,1511.0,27.0,27.0,1.0,1.0,1400-1459,0.0,,0.0,104.0,124.0,85.0,529.0,3,0.0,0.0,20.0,0.0,7.0
289240,12,18,7,2022-12-18,NK,N905NK,928,12889,LAS,"Las Vegas, NV",NV,14893,SMF,"Sacramento, CA",CA,1015,1037.0,22.0,22.0,1.0,1.0,1000-1059,1150,1206.0,16.0,16.0,1.0,1.0,1100-1159,0.0,,0.0,95.0,89.0,64.0,397.0,2,0.0,0.0,16.0,0.0,0.0
442222,12,9,5,2022-12-09,WN,N260WN,106,13198,MCI,"Kansas City, MO",MO,13204,MCO,"Orlando, FL",FL,1940,1941.0,1.0,1.0,0.0,0.0,1900-1959,2315,2308.0,-8.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,155.0,146.0,133.0,1072.0,5,,,,,
114107,12,24,6,2022-12-24,AS,N936AK,183,14771,SFO,"San Francisco, CA",CA,11618,EWR,"Newark, NJ",NJ,600,,,,,,0600-0659,1437,,,,,,1400-1459,1.0,A,0.0,337.0,,,2564.0,11,,,,,
156274,12,19,1,2022-12-19,DL,N900PC,1470,14635,RSW,"Fort Myers, FL",FL,10397,ATL,"Atlanta, GA",GA,1509,1506.0,-3.0,0.0,0.0,-1.0,1500-1559,1659,1646.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,110.0,100.0,80.0,515.0,3,,,,,
543485,12,23,5,2022-12-23,WN,N8752Q,3301,14685,SAV,"Savannah, GA",GA,13232,MDW,"Chicago, IL",IL,2015,,,,,,2000-2059,2130,,,,,,2100-2159,1.0,B,0.0,135.0,,,758.0,4,,,,,
396635,12,21,3,2022-12-21,UA,N76505,1965,12278,ICT,"Wichita, KS",KS,11292,DEN,"Denver, CO",CO,615,615.0,0.0,0.0,0.0,0.0,0600-0659,656,646.0,-10.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,101.0,91.0,64.0,420.0,2,,,,,
81926,12,13,2,2022-12-13,AA,N159AN,1386,11298,DFW,"Dallas/Fort Worth, TX",TX,14635,RSW,"Fort Myers, FL",FL,1919,2204.0,166.0,166.0,1.0,11.0,1900-1959,2247,124.0,157.0,157.0,1.0,10.0,2200-2259,0.0,,0.0,148.0,139.0,124.0,1017.0,5,0.0,0.0,0.0,0.0,157.0
353203,12,23,5,2022-12-23,OO,N297SY,3936,12954,LGB,"Long Beach, CA",CA,14869,SLC,"Salt Lake City, UT",UT,1025,1254.0,149.0,149.0,1.0,9.0,1000-1059,1320,1540.0,140.0,140.0,1.0,9.0,1300-1359,0.0,,0.0,115.0,106.0,90.0,588.0,3,0.0,140.0,0.0,0.0,0.0
332001,12,19,1,2022-12-19,OO,N924SW,5202,15569,VCT,"Victoria, TX",TX,12266,IAH,"Houston, TX",TX,1339,1446.0,67.0,67.0,1.0,4.0,1300-1359,1433,1547.0,74.0,74.0,1.0,4.0,1400-1459,0.0,,0.0,54.0,61.0,30.0,123.0,1,0.0,74.0,0.0,0.0,0.0
490272,12,28,3,2022-12-28,WN,N8823Q,3352,12889,LAS,"Las Vegas, NV",NV,10279,AMA,"Amarillo, TX",TX,1030,1031.0,1.0,1.0,0.0,0.0,1000-1059,1435,1415.0,-20.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,125.0,104.0,91.0,758.0,4,,,,,
279968,12,27,2,2022-12-27,NK,N637NK,2865,13244,MEM,"Memphis, TN",TN,13204,MCO,"Orlando, FL",FL,1840,2046.0,126.0,126.0,1.0,8.0,1800-1859,2159,18.0,139.0,139.0,1.0,9.0,2100-2159,0.0,,0.0,139.0,152.0,92.0,684.0,3,0.0,0.0,13.0,0.0,126.0
66129,12,16,5,2022-12-16,AA,N139AN,1067,11292,DEN,"Denver, CO",CO,11298,DFW,"Dallas/Fort Worth, TX",TX,700,657.0,-3.0,0.0,0.0,-1.0,0700-0759,959,938.0,-21.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,119.0,101.0,84.0,641.0,3,,,,,
220801,12,5,1,2022-12-05,F9,N348FR,2151,14107,PHX,"Phoenix, AZ",AZ,12889,LAS,"Las Vegas, NV",NV,2155,2228.0,34.0,34.0,1.0,2.0,2100-2159,2209,2232.0,23.0,23.0,1.0,1.0,2200-2259,0.0,,0.0,74.0,63.0,44.0,255.0,2,23.0,0.0,0.0,0.0,0.0
12308,12,21,3,2022-12-21,9E,N929XJ,5258,11433,DTW,"Detroit, MI",MI,11193,CVG,"Cincinnati, OH",KY,835,834.0,-1.0,0.0,0.0,-1.0,0800-0859,1001,950.0,-11.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,86.0,76.0,49.0,229.0,1,,,,,
227210,12,19,1,2022-12-19,F9,N390FR,2034,12889,LAS,"Las Vegas, NV",NV,10529,BDL,"Hartford, CT",CT,2333,2328.0,-4.0,0.0,0.0,-1.0,2300-2359,733,704.0,-29.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,300.0,275.0,254.0,2296.0,10,,,,,
207448,12,5,1,2022-12-05,DL,N373DA,1225,13891,ONT,"Ontario, CA",CA,14869,SLC,"Salt Lake City, UT",UT,600,558.0,-2.0,0.0,0.0,-1.0,0600-0659,854,836.0,-18.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,114.0,98.0,69.0,558.0,3,,,,,
74088,12,25,7,2022-12-25,AA,N840AW,2153,12953,LGA,"New York, NY",NY,11278,DCA,"Washington, DC",VA,1000,955.0,-5.0,0.0,0.0,-1.0,1000-1059,1137,1058.0,-39.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,97.0,63.0,44.0,214.0,1,,,,,
222663,12,9,5,2022-12-09,F9,N379FR,2058,12889,LAS,"Las Vegas, NV",NV,13871,OMA,"Omaha, NE",NE,1544,1642.0,58.0,58.0,1.0,3.0,1500-1559,2029,2060.0,30.0,30.0,1.0,2.0,2000-2059,0.0,,0.0,165.0,137.0,117.0,1099.0,5,0.0,0.0,0.0,0.0,30.0
89488,12,18,7,2022-12-18,AA,N959AN,2433,11057,CLT,"Charlotte, NC",NC,11042,CLE,"Cleveland, OH",OH,1656,1722.0,26.0,26.0,1.0,1.0,1600-1659,1834,1901.0,27.0,27.0,1.0,1.0,1800-1859,0.0,,0.0,98.0,99.0,72.0,430.0,2,4.0,0.0,1.0,0.0,22.0
89648,12,9,5,2022-12-09,AA,N978UY,2439,11298,DFW,"Dallas/Fort Worth, TX",TX,13851,OKC,"Oklahoma City, OK",OK,1029,1025.0,-4.0,0.0,0.0,-1.0,1000-1059,1127,1121.0,-6.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,58.0,56.0,30.0,175.0,1,,,,,
422920,12,22,4,2022-12-22,ZW,N433AW,4004,13029,LNK,"Lincoln, NE",NE,13930,ORD,"Chicago, IL",IL,750,933.0,103.0,103.0,1.0,6.0,0700-0759,955,1222.0,147.0,147.0,1.0,9.0,0900-0959,0.0,,0.0,125.0,169.0,80.0,466.0,2,103.0,0.0,44.0,0.0,0.0
96360,12,26,1,2022-12-26,PT,N637AE,6027,11057,CLT,"Charlotte, NC",NC,10990,CHO,"Charlottesville, VA",VA,2010,1959.0,-11.0,0.0,0.0,-1.0,2000-2059,2131,2102.0,-29.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,81.0,63.0,42.0,245.0,1,,,,,
48298,12,10,6,2022-12-10,AA,N563UW,1765,14679,SAN,"San Diego, CA",CA,11298,DFW,"Dallas/Fort Worth, TX",TX,815,1745.0,570.0,570.0,1.0,12.0,0800-0859,1319,2244.0,566.0,566.0,1.0,12.0,1300-1359,0.0,,0.0,184.0,180.0,150.0,1171.0,5,0.0,0.0,0.0,0.0,566.0
368871,12,16,5,2022-12-16,UA,N467UA,1239,12266,IAH,"Houston, TX",TX,14893,SMF,"Sacramento, CA",CA,1940,2006.0,26.0,26.0,1.0,1.0,1900-1959,2156,2228.0,33.0,33.0,1.0,2.0,2100-2159,0.0,,0.0,256.0,263.0,225.0,1609.0,7,26.0,0.0,7.0,0.0,0.0
31899,12,9,5,2022-12-09,AA,N897NN,1732,13244,MEM,"Memphis, TN",TN,11298,DFW,"Dallas/Fort Worth, TX",TX,1611,1642.0,31.0,31.0,1.0,2.0,1600-1659,1802,1827.0,25.0,25.0,1.0,1.0,1800-1859,0.0,,0.0,111.0,105.0,71.0,431.0,2,4.0,0.0,0.0,0.0,21.0
204355,12,22,4,2022-12-22,DL,N369NW,1129,15016,STL,"St. Louis, MO",MO,10397,ATL,"Atlanta, GA",GA,530,554.0,24.0,24.0,1.0,1.0,0001-0559,808,837.0,29.0,29.0,1.0,1.0,0800-0859,0.0,,0.0,98.0,103.0,65.0,484.0,2,24.0,0.0,5.0,0.0,0.0
23218,12,16,5,2022-12-16,AA,N922US,784,11298,DFW,"Dallas/Fort Worth, TX",TX,11057,CLT,"Charlotte, NC",NC,1023,1020.0,-3.0,0.0,0.0,-1.0,1000-1059,1346,1322.0,-24.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,143.0,122.0,103.0,936.0,4,,,,,
372790,12,14,3,2022-12-14,UA,N61882,1199,11618,EWR,"Newark, NJ",NJ,14635,RSW,"Fort Myers, FL",FL,1700,1711.0,11.0,11.0,0.0,0.0,1700-1759,2015,2011.0,-4.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,195.0,180.0,152.0,1068.0,5,,,,,
333824,12,26,1,2022-12-26,OO,N161SY,4739,11423,DSM,"Des Moines, IA",IA,12266,IAH,"Houston, TX",TX,1453,1508.0,15.0,15.0,1.0,1.0,1400-1459,1725,1756.0,31.0,31.0,1.0,2.0,1700-1759,0.0,,0.0,152.0,168.0,110.0,802.0,4,0.0,0.0,0.0,0.0,31.0
115501,12,26,1,2022-12-26,AS,N949AK,634,14747,SEA,"Seattle, WA",WA,15304,TPA,"Tampa, FL",FL,2130,2136.0,5.0,5.0,0.0,0.0,2100-2159,545,600.0,15.0,15.0,1.0,1.0,0001-0559,0.0,,0.0,315.0,325.0,288.0,2520.0,11,0.0,0.0,15.0,0.0,0.0
492386,12,28,3,2022-12-28,WN,,2986,15016,STL,"St. Louis, MO",MO,14679,SAN,"San Diego, CA",CA,1130,,,,,,1100-1159,1340,,,,,,1300-1359,1.0,A,0.0,250.0,,,1557.0,7,,,,,
359385,12,29,4,2022-12-29,QX,N636QX,2064,14771,SFO,"San Francisco, CA",CA,14004,PAE,"Everett, WA",WA,1540,1613.0,33.0,33.0,1.0,2.0,1500-1559,1750,1829.0,39.0,39.0,1.0,2.0,1700-1759,0.0,,0.0,130.0,136.0,118.0,710.0,3,0.0,0.0,6.0,0.0,33.0
508223,12,14,3,2022-12-14,WN,N8815L,2627,13796,OAK,"Oakland, CA",CA,14908,SNA,"Santa Ana, CA",CA,1140,1144.0,4.0,4.0,0.0,0.0,1100-1159,1310,1303.0,-7.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,90.0,79.0,64.0,371.0,2,,,,,
407593,12,19,1,2022-12-19,UA,N476UA,1748,13495,MSY,"New Orleans, LA",LA,12266,IAH,"Houston, TX",TX,1600,1629.0,29.0,29.0,1.0,1.0,1600-1659,1725,1811.0,46.0,46.0,1.0,3.0,1700-1759,0.0,,0.0,85.0,102.0,75.0,305.0,2,0.0,26.0,17.0,0.0,3.0
252792,12,15,4,2022-12-15,MQ,N292NN,3398,11298,DFW,"Dallas/Fort Worth, TX",TX,11953,GNV,"Gainesville, FL",FL,1229,1227.0,-2.0,0.0,0.0,-1.0,1200-1259,1546,1601.0,15.0,15.0,1.0,1.0,1500-1559,0.0,,0.0,137.0,154.0,120.0,900.0,4,0.0,0.0,15.0,0.0,0.0
391376,12,24,6,2022-12-24,UA,N27520,1291,14492,RDU,"Raleigh/Durham, NC",NC,11618,EWR,"Newark, NJ",NJ,1042,1152.0,70.0,70.0,1.0,4.0,1000-1059,1219,1319.0,60.0,60.0,1.0,4.0,1200-1259,0.0,,0.0,97.0,87.0,63.0,416.0,2,4.0,0.0,0.0,0.0,56.0
482966,12,20,2,2022-12-20,WN,N8572X,3825,11259,DAL,"Dallas, TX",TX,14679,SAN,"San Diego, CA",CA,2130,2216.0,46.0,46.0,1.0,3.0,2100-2159,2245,2316.0,32.0,32.0,1.0,2.0,2200-2259,0.0,,0.0,195.0,181.0,165.0,1182.0,5,12.0,0.0,0.0,0.0,20.0
546255,12,24,6,2022-12-24,WN,N481WN,1322,13796,OAK,"Oakland, CA",CA,10800,BUR,"Burbank, CA",CA,1845,,,,,,1800-1859,1955,,,,,,1900-1959,1.0,A,0.0,70.0,,,325.0,2,,,,,
4473,12,12,1,2022-12-12,9E,N306PQ,4817,12953,LGA,"New York, NY",NY,13577,MYR,"Myrtle Beach, SC",SC,1750,1824.0,34.0,34.0,1.0,2.0,1700-1759,2002,2022.0,20.0,20.0,1.0,1.0,2000-2059,0.0,,0.0,132.0,118.0,80.0,563.0,3,0.0,0.0,0.0,0.0,20.0
27458,12,13,2,2022-12-13,AA,N996NN,1599,11298,DFW,"Dallas/Fort Worth, TX",TX,12953,LGA,"New York, NY",NY,1143,1222.0,39.0,39.0,1.0,2.0,1100-1159,1600,1648.0,48.0,48.0,1.0,3.0,1600-1659,0.0,,0.0,197.0,206.0,168.0,1389.0,6,0.0,0.0,9.0,0.0,39.0
452773,12,18,7,2022-12-18,WN,N415WN,2133,12892,LAX,"Los Angeles, CA",CA,14107,PHX,"Phoenix, AZ",AZ,1555,1604.0,9.0,9.0,0.0,0.0,1500-1559,1815,1819.0,4.0,4.0,0.0,0.0,1800-1859,0.0,,0.0,80.0,75.0,59.0,370.0,2,,,,,
105916,12,11,7,2022-12-11,AS,N920AK,1133,14679,SAN,"San Diego, CA",CA,14747,SEA,"Seattle, WA",WA,615,616.0,1.0,1.0,0.0,0.0,0600-0659,925,908.0,-17.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,190.0,172.0,138.0,1050.0,5,,,,,
426838,12,14,3,2022-12-14,C5,N21154,4252,11292,DEN,"Denver, CO",CO,13029,LNK,"Lincoln, NE",NE,1545,1545.0,0.0,0.0,0.0,0.0,1500-1559,1812,1831.0,19.0,19.0,1.0,1.0,1800-1859,0.0,,0.0,87.0,106.0,61.0,423.0,2,0.0,0.0,19.0,0.0,0.0
514368,12,22,4,2022-12-22,WN,N729SW,1698,11292,DEN,"Denver, CO",CO,10423,AUS,"Austin, TX",TX,600,,,,,,0600-0659,910,,,,,,0900-0959,1.0,B,0.0,130.0,,,775.0,4,,,,,
185619,12,12,1,2022-12-12,DL,N805DN,2938,13303,MIA,"Miami, FL",FL,10397,ATL,"Atlanta, GA",GA,600,610.0,10.0,10.0,0.0,0.0,0600-0659,804,813.0,9.0,9.0,0.0,0.0,0800-0859,0.0,,0.0,124.0,123.0,89.0,594.0,3,,,,,
252417,12,1,4,2022-12-01,MQ,N214NN,3390,11624,EYW,"Key West, FL",FL,13930,ORD,"Chicago, IL",IL,1322,1317.0,-5.0,0.0,0.0,-1.0,1300-1359,1546,1545.0,-1.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,204.0,208.0,186.0,1251.0,6,,,,,
463658,12,27,2,2022-12-27,WN,N784SW,716,12889,LAS,"Las Vegas, NV",NV,13796,OAK,"Oakland, CA",CA,1625,1847.0,142.0,142.0,1.0,9.0,1600-1659,1800,2017.0,137.0,137.0,1.0,9.0,1800-1859,0.0,,0.0,95.0,90.0,71.0,407.0,2,124.0,0.0,0.0,0.0,13.0
443374,12,9,5,2022-12-09,WN,N460WN,559,14689,SBA,"Santa Barbara, CA",CA,13796,OAK,"Oakland, CA",CA,1800,1807.0,7.0,7.0,0.0,0.0,1800-1859,1910,1906.0,-4.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,70.0,59.0,47.0,263.0,2,,,,,
171818,12,18,7,2022-12-18,DL,N3746H,776,12264,IAD,"Washington, DC",VA,14869,SLC,"Salt Lake City, UT",UT,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,1020,1010.0,-10.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,295.0,290.0,274.0,1828.0,8,,,,,
204839,12,24,6,2022-12-24,DL,N385DN,1142,14869,SLC,"Salt Lake City, UT",UT,12478,JFK,"New York, NY",NY,1404,1404.0,0.0,0.0,0.0,0.0,1400-1459,2028,2100.0,32.0,32.0,1.0,2.0,2000-2059,0.0,,0.0,264.0,296.0,233.0,1990.0,8,0.0,0.0,32.0,0.0,0.0
524332,12,31,6,2022-12-31,WN,N747SA,1827,11697,FLL,"Fort Lauderdale, FL",FL,11278,DCA,"Washington, DC",VA,1840,1918.0,38.0,38.0,1.0,2.0,1800-1859,2110,2140.0,29.0,29.0,1.0,1.0,2100-2159,0.0,,0.0,150.0,141.0,109.0,899.0,4,29.0,0.0,0.0,0.0,0.0
487325,12,27,2,2022-12-27,WN,N227WN,4017,13796,OAK,"Oakland, CA",CA,14107,PHX,"Phoenix, AZ",AZ,2200,,,,,,2200-2259,55,,,,,,0001-0559,1.0,A,0.0,115.0,,,646.0,3,,,,,
556697,12,18,7,2022-12-18,YV,N80348,6165,12266,IAH,"Houston, TX",TX,13502,MTJ,"Montrose/Delta, CO",CO,930,930.0,0.0,0.0,0.0,0.0,0900-0959,1123,1122.0,-1.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,173.0,172.0,151.0,927.0,4,,,,,
67931,12,17,6,2022-12-17,AA,N139AN,1148,11298,DFW,"Dallas/Fort Worth, TX",TX,10721,BOS,"Boston, MA",MA,1234,,,,,,1200-1259,1706,,,,,,1700-1759,1.0,A,0.0,212.0,,,1562.0,7,,,,,
230058,12,26,1,2022-12-26,F9,N313FR,2066,12889,LAS,"Las Vegas, NV",NV,14492,RDU,"Raleigh/Durham, NC",NC,2248,2302.0,14.0,14.0,0.0,0.0,2200-2259,611,629.0,18.0,18.0,1.0,1.0,0600-0659,0.0,,0.0,263.0,267.0,243.0,2026.0,9,14.0,0.0,4.0,0.0,0.0
