,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
488426,5,4,3,2022-05-04,WN,N8312C,2648,13232,MDW,"Chicago, IL",IL,10423,AUS,"Austin, TX",TX,2130,2150.0,20.0,20.0,1.0,1.0,2100-2159,5,30.0,25.0,25.0,1.0,1.0,0001-0559,0.0,,0.0,155.0,160.0,144.0,972.0,4,20.0,0.0,5.0,0.0,0.0
180341,5,24,2,2022-05-24,AA,N445AA,1523,12889,LAS,"Las Vegas, NV",NV,11298,DFW,"Dallas/Fort Worth, TX",TX,1659,1830.0,91.0,91.0,1.0,6.0,1600-1659,2145,2318.0,93.0,93.0,1.0,6.0,2100-2159,0.0,,0.0,166.0,168.0,141.0,1055.0,5,0.0,0.0,90.0,0.0,3.0
354572,5,1,7,2022-05-01,DL,N359DN,1184,13487,MSP,"Minneapolis, MN",MN,11697,FLL,"Fort Lauderdale, FL",FL,1007,1137.0,90.0,90.0,1.0,6.0,1000-1059,1440,1555.0,75.0,75.0,1.0,5.0,1400-1459,0.0,,0.0,213.0,198.0,183.0,1487.0,6,75.0,0.0,0.0,0.0,0.0
84999,5,29,7,2022-05-29,UA,N418UA,1659,12339,IND,"Indianapolis, IN",IN,13930,ORD,"Chicago, IL",IL,1845,1845.0,0.0,0.0,0.0,0.0,1800-1859,1855,1846.0,-9.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,70.0,61.0,37.0,177.0,1,,,,,
374610,5,13,5,2022-05-13,F9,N382FR,739,15304,TPA,"Tampa, FL",FL,11292,DEN,"Denver, CO",CO,1914,1912.0,-2.0,0.0,0.0,-1.0,1900-1959,2120,2120.0,0.0,0.0,0.0,0.0,2100-2159,0.0,,0.0,246.0,248.0,223.0,1506.0,7,,,,,
495838,5,13,5,2022-05-13,WN,N8681M,1167,11259,DAL,"Dallas, TX",TX,11292,DEN,"Denver, CO",CO,1020,1021.0,1.0,1.0,0.0,0.0,1000-1059,1125,1121.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,125.0,120.0,98.0,651.0,3,,,,,
465014,5,10,2,2022-05-10,WN,N8692F,193,15370,TUL,"Tulsa, OK",OK,11292,DEN,"Denver, CO",CO,2030,2044.0,14.0,14.0,0.0,0.0,2000-2059,2110,2126.0,16.0,16.0,1.0,1.0,2100-2159,0.0,,0.0,100.0,102.0,77.0,541.0,3,0.0,0.0,2.0,0.0,14.0
389463,5,26,4,2022-05-26,G4,294NV,2696,12917,LCK,"Columbus, OH",OH,15624,VPS,"Valparaiso, FL",FL,1556,1634.0,38.0,38.0,1.0,2.0,1500-1559,1650,1754.0,64.0,64.0,1.0,4.0,1600-1659,0.0,,0.0,114.0,140.0,101.0,675.0,3,0.0,0.0,26.0,0.0,38.0
151918,5,12,4,2022-05-12,9E,N324PQ,4669,13931,ORF,"Norfolk, VA",VA,12478,JFK,"New York, NY",NY,1329,1322.0,-7.0,0.0,0.0,-1.0,1300-1359,1500,1532.0,32.0,32.0,1.0,2.0,1500-1559,0.0,,0.0,91.0,130.0,51.0,290.0,2,0.0,0.0,32.0,0.0,0.0
474687,5,20,5,2022-05-20,WN,N232WN,848,11278,DCA,"Washington, DC",VA,11066,CMH,"Columbus, OH",OH,1655,1711.0,16.0,16.0,1.0,1.0,1600-1659,1810,1820.0,10.0,10.0,0.0,0.0,1800-1859,0.0,,0.0,75.0,69.0,53.0,323.0,2,,,,,
174345,5,22,7,2022-05-22,AA,N107NN,382,12892,LAX,"Los Angeles, CA",CA,10721,BOS,"Boston, MA",MA,1500,1548.0,48.0,48.0,1.0,3.0,1500-1559,2329,14.0,45.0,45.0,1.0,3.0,2300-2359,0.0,,0.0,329.0,326.0,288.0,2612.0,11,0.0,0.0,45.0,0.0,0.0
148744,5,5,4,2022-05-05,C5,,4343,12266,IAH,"Houston, TX",TX,14783,SGF,"Springfield, MO",MO,1940,,,,,,1900-1959,2134,,,,,,2100-2159,1.0,B,0.0,114.0,,,513.0,3,,,,,
208518,5,23,1,2022-05-23,AA,N9016,1976,11057,CLT,"Charlotte, NC",NC,15096,SYR,"Syracuse, NY",NY,2220,2244.0,23.0,23.0,1.0,1.0,2200-2259,2359,25.0,26.0,26.0,1.0,1.0,2300-2359,0.0,,0.0,99.0,102.0,84.0,603.0,3,19.0,0.0,3.0,0.0,4.0
2145,5,30,1,2022-05-30,OH,N572NN,5533,11057,CLT,"Charlotte, NC",NC,11973,GPT,"Gulfport/Biloxi, MS",MS,2255,115.0,140.0,140.0,1.0,9.0,2200-2259,2354,202.0,128.0,128.0,1.0,8.0,2300-2359,0.0,,0.0,119.0,107.0,78.0,577.0,3,128.0,0.0,0.0,0.0,0.0
2843,5,15,7,2022-05-15,OH,N580NN,5564,11973,GPT,"Gulfport/Biloxi, MS",MS,11057,CLT,"Charlotte, NC",NC,1054,1122.0,28.0,28.0,1.0,1.0,1000-1059,1340,1406.0,26.0,26.0,1.0,1.0,1300-1359,0.0,,0.0,106.0,104.0,81.0,577.0,3,26.0,0.0,0.0,0.0,0.0
204226,5,16,1,2022-05-16,AA,N924NN,1818,11298,DFW,"Dallas/Fort Worth, TX",TX,13871,OMA,"Omaha, NE",NE,1255,1252.0,-3.0,0.0,0.0,-1.0,1200-1259,1440,1431.0,-9.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,105.0,99.0,79.0,583.0,3,,,,,
126411,5,17,2,2022-05-17,UA,N831UA,1514,14576,ROC,"Rochester, NY",NY,11618,EWR,"Newark, NJ",NJ,600,805.0,125.0,125.0,1.0,8.0,0600-0659,717,909.0,112.0,112.0,1.0,7.0,0700-0759,0.0,,0.0,77.0,64.0,42.0,246.0,1,112.0,0.0,0.0,0.0,0.0
313161,5,20,5,2022-05-20,DL,N351NW,2741,13487,MSP,"Minneapolis, MN",MN,15304,TPA,"Tampa, FL",FL,1034,1031.0,-3.0,0.0,0.0,-1.0,1000-1059,1447,1440.0,-7.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,193.0,189.0,170.0,1306.0,6,,,,,
290829,5,29,7,2022-05-29,B6,N2105J,355,12478,JFK,"New York, NY",NY,13891,ONT,"Ontario, CA",CA,1930,2248.0,199.0,199.0,1.0,12.0,1900-1959,2249,131.0,162.0,162.0,1.0,10.0,2200-2259,0.0,,0.0,379.0,342.0,321.0,2428.0,10,145.0,0.0,0.0,0.0,17.0
85299,5,29,7,2022-05-29,UA,N873UA,1176,12266,IAH,"Houston, TX",TX,11298,DFW,"Dallas/Fort Worth, TX",TX,1945,2122.0,97.0,97.0,1.0,6.0,1900-1959,2104,2220.0,77.0,77.0,1.0,5.0,2100-2159,0.0,,0.0,79.0,59.0,41.0,224.0,1,9.0,0.0,0.0,0.0,68.0
11299,5,14,6,2022-05-14,OO,N612QX,3019,11298,DFW,"Dallas/Fort Worth, TX",TX,14794,SGU,"St. George, UT",UT,1150,1143.0,-7.0,0.0,0.0,-1.0,1100-1159,1333,1318.0,-15.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,163.0,155.0,136.0,976.0,4,,,,,
411519,5,16,1,2022-05-16,MQ,N219NN,3913,15304,TPA,"Tampa, FL",FL,13303,MIA,"Miami, FL",FL,1533,1606.0,33.0,33.0,1.0,2.0,1500-1559,1640,1702.0,22.0,22.0,1.0,1.0,1600-1659,0.0,,0.0,67.0,56.0,40.0,204.0,1,0.0,22.0,0.0,0.0,0.0
87671,5,12,4,2022-05-12,UA,N37253,789,11292,DEN,"Denver, CO",CO,14908,SNA,"Santa Ana, CA",CA,1129,1340.0,131.0,131.0,1.0,8.0,1100-1159,1253,1514.0,141.0,141.0,1.0,9.0,1200-1259,0.0,,0.0,144.0,154.0,121.0,846.0,4,11.0,0.0,10.0,0.0,120.0
99055,5,25,3,2022-05-25,UA,N33284,1116,14908,SNA,"Santa Ana, CA",CA,14771,SFO,"San Francisco, CA",CA,1724,1816.0,52.0,52.0,1.0,3.0,1700-1759,1854,1931.0,37.0,37.0,1.0,2.0,1800-1859,0.0,,0.0,90.0,75.0,56.0,372.0,2,1.0,0.0,0.0,0.0,36.0
532460,5,23,1,2022-05-23,WN,N8561Z,4125,14831,SJC,"San Jose, CA",CA,12889,LAS,"Las Vegas, NV",NV,1850,1858.0,8.0,8.0,0.0,0.0,1800-1859,2020,2010.0,-10.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,90.0,72.0,57.0,386.0,2,,,,,
583740,5,3,2,2022-05-03,YX,N135HQ,4828,10397,ATL,"Atlanta, GA",GA,11278,DCA,"Washington, DC",VA,2020,2011.0,-9.0,0.0,0.0,-1.0,2000-2059,2216,2240.0,24.0,24.0,1.0,1.0,2200-2259,0.0,,0.0,116.0,149.0,88.0,547.0,3,0.0,0.0,24.0,0.0,0.0
171866,5,31,2,2022-05-31,AA,N102NN,171,12478,JFK,"New York, NY",NY,12892,LAX,"Los Angeles, CA",CA,600,655.0,55.0,55.0,1.0,3.0,0600-0659,914,950.0,36.0,36.0,1.0,2.0,0900-0959,0.0,,0.0,374.0,355.0,325.0,2476.0,10,36.0,0.0,0.0,0.0,0.0
57309,5,23,1,2022-05-23,OO,N279SY,3565,14747,SEA,"Seattle, WA",WA,11603,EUG,"Eugene, OR",OR,2245,2254.0,9.0,9.0,0.0,0.0,2200-2259,2357,2360.0,2.0,2.0,0.0,0.0,2300-2359,0.0,,0.0,72.0,65.0,42.0,234.0,1,,,,,
254977,5,9,1,2022-05-09,AS,N976AK,121,10299,ANC,"Anchorage, AK",AK,14747,SEA,"Seattle, WA",WA,235,,,,,,0001-0559,700,,,,,,0700-0759,1.0,A,0.0,205.0,,,1448.0,6,,,,,
5076,5,6,5,2022-05-06,OH,N550NN,5651,11057,CLT,"Charlotte, NC",NC,11146,CRW,"Charleston/Dunbar, WV",WV,1259,1540.0,161.0,161.0,1.0,10.0,1200-1259,1409,1646.0,157.0,157.0,1.0,10.0,1400-1459,0.0,,0.0,70.0,66.0,39.0,221.0,1,0.0,157.0,0.0,0.0,0.0
526569,5,15,7,2022-05-15,WN,N259WN,894,13796,OAK,"Oakland, CA",CA,10800,BUR,"Burbank, CA",CA,1355,1457.0,62.0,62.0,1.0,4.0,1300-1359,1505,1559.0,54.0,54.0,1.0,3.0,1500-1559,0.0,,0.0,70.0,62.0,50.0,325.0,2,54.0,0.0,0.0,0.0,0.0
443610,5,15,7,2022-05-15,OH,N573NN,5166,12451,JAX,"Jacksonville, FL",FL,14100,PHL,"Philadelphia, PA",PA,1510,1559.0,49.0,49.0,1.0,3.0,1500-1559,1718,1809.0,51.0,51.0,1.0,3.0,1700-1759,0.0,,0.0,128.0,130.0,106.0,742.0,3,0.0,49.0,2.0,0.0,0.0
393597,5,28,6,2022-05-28,HA,N230HA,69,12954,LGB,"Long Beach, CA",CA,12173,HNL,"Honolulu, HI",HI,730,727.0,-3.0,0.0,0.0,-1.0,0700-0759,1020,1012.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,350.0,345.0,322.0,2568.0,11,,,,,
316693,5,15,7,2022-05-15,DL,N845DN,2846,10397,ATL,"Atlanta, GA",GA,13198,MCI,"Kansas City, MO",MO,2046,2108.0,21.0,21.0,1.0,1.0,2000-2059,2154,2214.0,20.0,20.0,1.0,1.0,2100-2159,0.0,,0.0,128.0,127.0,100.0,692.0,3,20.0,0.0,0.0,0.0,0.0
333173,5,26,4,2022-05-26,DL,N390DN,2864,10397,ATL,"Atlanta, GA",GA,12892,LAX,"Los Angeles, CA",CA,1753,1820.0,27.0,27.0,1.0,1.0,1700-1759,1950,2009.0,19.0,19.0,1.0,1.0,1900-1959,0.0,,0.0,297.0,289.0,248.0,1947.0,8,19.0,0.0,0.0,0.0,0.0
293638,5,12,4,2022-05-12,DL,N659DL,317,10397,ATL,"Atlanta, GA",GA,13487,MSP,"Minneapolis, MN",MN,1935,1933.0,-2.0,0.0,0.0,-1.0,1900-1959,2103,2344.0,,,,,2100-2159,0.0,,1.0,148.0,,,907.0,4,,,,,
514037,5,5,4,2022-05-05,WN,N8708Q,1342,12173,HNL,"Honolulu, HI",HI,13830,OGG,"Kahului, HI",HI,1430,1502.0,32.0,32.0,1.0,2.0,1400-1459,1515,1542.0,27.0,27.0,1.0,1.0,1500-1559,0.0,,0.0,45.0,40.0,23.0,100.0,1,0.0,0.0,0.0,0.0,27.0
377238,5,20,5,2022-05-20,F9,N332FR,2130,12889,LAS,"Las Vegas, NV",NV,11433,DTW,"Detroit, MI",MI,700,659.0,-1.0,0.0,0.0,-1.0,0700-0759,1355,1348.0,-7.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,235.0,229.0,207.0,1749.0,7,,,,,
354247,5,30,1,2022-05-30,DL,N330DX,1172,13487,MSP,"Minneapolis, MN",MN,15304,TPA,"Tampa, FL",FL,730,736.0,6.0,6.0,0.0,0.0,0700-0759,1144,1141.0,-3.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,194.0,185.0,166.0,1306.0,6,,,,,
224705,5,1,7,2022-05-01,AA,N102NN,2249,12478,JFK,"New York, NY",NY,10721,BOS,"Boston, MA",MA,759,754.0,-5.0,0.0,0.0,-1.0,0700-0759,912,856.0,-16.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,73.0,62.0,36.0,187.0,1,,,,,
207051,5,8,7,2022-05-08,AA,N324RA,1922,13303,MIA,"Miami, FL",FL,12478,JFK,"New York, NY",NY,1933,2106.0,93.0,93.0,1.0,6.0,1900-1959,2235,8.0,93.0,93.0,1.0,6.0,2200-2259,0.0,,0.0,182.0,182.0,153.0,1089.0,5,0.0,0.0,0.0,93.0,0.0
586995,5,10,2,2022-05-10,YX,N406YX,4913,11193,CVG,"Cincinnati, OH",KY,10721,BOS,"Boston, MA",MA,1400,1354.0,-6.0,0.0,0.0,-1.0,1400-1459,1603,1619.0,16.0,16.0,1.0,1.0,1600-1659,0.0,,0.0,123.0,145.0,110.0,752.0,4,0.0,0.0,16.0,0.0,0.0
602055,5,25,3,2022-05-25,YX,N875RW,5814,11278,DCA,"Washington, DC",VA,12945,LEX,"Lexington, KY",KY,2114,2124.0,9.0,9.0,0.0,0.0,2100-2159,2250,2244.0,-5.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,96.0,82.0,64.0,414.0,2,,,,,
157263,5,24,2,2022-05-24,9E,N485PX,4891,10581,BGR,"Bangor, ME",ME,12478,JFK,"New York, NY",NY,600,,,,,,0600-0659,733,,,,,,0700-0759,1.0,A,0.0,93.0,,,382.0,2,,,,,
83403,5,30,1,2022-05-30,UA,N879UA,1504,12266,IAH,"Houston, TX",TX,12889,LAS,"Las Vegas, NV",NV,2157,2240.0,42.0,42.0,1.0,2.0,2100-2159,2317,2352.0,34.0,34.0,1.0,2.0,2300-2359,0.0,,0.0,200.0,192.0,169.0,1222.0,5,34.0,0.0,0.0,0.0,0.0
226016,5,6,5,2022-05-06,AA,N102UW,2298,11057,CLT,"Charlotte, NC",NC,13342,MKE,"Milwaukee, WI",WI,1641,1636.0,-5.0,0.0,0.0,-1.0,1600-1659,1741,1738.0,-3.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,120.0,122.0,98.0,651.0,3,,,,,
566023,5,24,2,2022-05-24,YV,N80348,6342,12266,IAH,"Houston, TX",TX,13495,MSY,"New Orleans, LA",LA,955,,,,,,0900-0959,1114,,,,,,1100-1159,1.0,A,0.0,79.0,,,305.0,2,,,,,
337502,5,16,1,2022-05-16,DL,N368NB,888,11433,DTW,"Detroit, MI",MI,12953,LGA,"New York, NY",NY,2207,2232.0,24.0,24.0,1.0,1.0,2200-2259,2356,2358.0,2.0,2.0,0.0,0.0,2300-2359,0.0,,0.0,109.0,87.0,74.0,502.0,3,,,,,
494797,5,12,4,2022-05-12,WN,N258WN,1870,14893,SMF,"Sacramento, CA",CA,14747,SEA,"Seattle, WA",WA,935,931.0,-4.0,0.0,0.0,-1.0,0900-0959,1135,1110.0,-25.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,120.0,99.0,85.0,605.0,3,,,,,
365708,5,16,1,2022-05-16,DL,N935AT,2507,10397,ATL,"Atlanta, GA",GA,11057,CLT,"Charlotte, NC",NC,1731,1727.0,-4.0,0.0,0.0,-1.0,1700-1759,1849,1833.0,-16.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,78.0,66.0,41.0,226.0,1,,,,,
287852,5,25,3,2022-05-25,B6,N970JB,552,13204,MCO,"Orlando, FL",FL,10721,BOS,"Boston, MA",MA,1018,1047.0,29.0,29.0,1.0,1.0,1000-1059,1315,1340.0,25.0,25.0,1.0,1.0,1300-1359,0.0,,0.0,177.0,173.0,143.0,1121.0,5,5.0,0.0,0.0,0.0,20.0
289374,5,27,5,2022-05-27,B6,N523JB,440,11042,CLE,"Cleveland, OH",OH,10721,BOS,"Boston, MA",MA,1150,1203.0,13.0,13.0,0.0,0.0,1100-1159,1332,1341.0,9.0,9.0,0.0,0.0,1300-1359,0.0,,0.0,102.0,98.0,76.0,563.0,3,,,,,
22275,5,27,5,2022-05-27,OO,N142SY,4690,10599,BHM,"Birmingham, AL",AL,11292,DEN,"Denver, CO",CO,1551,1547.0,-4.0,0.0,0.0,-1.0,1500-1559,1810,1803.0,-7.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,199.0,196.0,159.0,1083.0,5,,,,,
132453,5,2,1,2022-05-02,UA,N77296,486,11042,CLE,"Cleveland, OH",OH,11292,DEN,"Denver, CO",CO,1640,1706.0,26.0,26.0,1.0,1.0,1600-1659,1800,1817.0,17.0,17.0,1.0,1.0,1800-1859,0.0,,0.0,200.0,191.0,167.0,1201.0,5,3.0,0.0,0.0,0.0,14.0
103275,5,15,7,2022-05-15,UA,N76523,378,11292,DEN,"Denver, CO",CO,11042,CLE,"Cleveland, OH",OH,1015,1023.0,8.0,8.0,0.0,0.0,1000-1059,1504,1501.0,-3.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,169.0,158.0,142.0,1201.0,5,,,,,
290841,5,29,7,2022-05-29,B6,N354JB,385,12478,JFK,"New York, NY",NY,14492,RDU,"Raleigh/Durham, NC",NC,1659,1811.0,72.0,72.0,1.0,4.0,1600-1659,1858,1947.0,49.0,49.0,1.0,3.0,1800-1859,0.0,,0.0,119.0,96.0,63.0,427.0,2,24.0,0.0,0.0,0.0,25.0
572687,5,29,7,2022-05-29,YX,N112HQ,4521,14321,PWM,"Portland, ME",ME,11278,DCA,"Washington, DC",VA,1707,1658.0,-9.0,0.0,0.0,-1.0,1700-1759,1859,1833.0,-26.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,112.0,95.0,78.0,482.0,2,,,,,
375889,5,16,1,2022-05-16,F9,N384FR,1012,10397,ATL,"Atlanta, GA",GA,13204,MCO,"Orlando, FL",FL,1923,2026.0,63.0,63.0,1.0,4.0,1900-1959,2102,2150.0,48.0,48.0,1.0,3.0,2100-2159,0.0,,0.0,99.0,84.0,61.0,404.0,2,20.0,0.0,0.0,0.0,28.0
531828,5,23,1,2022-05-23,WN,N212WN,1425,13871,OMA,"Omaha, NE",NE,10397,ATL,"Atlanta, GA",GA,1800,1828.0,28.0,28.0,1.0,1.0,1800-1859,2110,2128.0,19.0,19.0,1.0,1.0,2100-2159,0.0,,0.0,130.0,121.0,105.0,821.0,4,7.0,0.0,0.0,0.0,12.0
8644,5,20,5,2022-05-20,OO,N705SK,3070,11298,DFW,"Dallas/Fort Worth, TX",TX,15370,TUL,"Tulsa, OK",OK,1025,1021.0,-4.0,0.0,0.0,-1.0,1000-1059,1139,1127.0,-12.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,74.0,66.0,45.0,237.0,1,,,,,
102930,5,15,7,2022-05-15,UA,N421UA,788,14771,SFO,"San Francisco, CA",CA,14747,SEA,"Seattle, WA",WA,1301,1305.0,4.0,4.0,0.0,0.0,1300-1359,1522,1503.0,-19.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,141.0,118.0,89.0,679.0,3,,,,,
296184,5,15,7,2022-05-15,DL,N367DN,399,14869,SLC,"Salt Lake City, UT",UT,12478,JFK,"New York, NY",NY,2359,2356.0,-4.0,0.0,0.0,-1.0,2300-2359,630,619.0,-11.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,271.0,264.0,234.0,1990.0,8,,,,,
498611,5,20,5,2022-05-20,WN,N8532S,634,13204,MCO,"Orlando, FL",FL,12191,HOU,"Houston, TX",TX,2150,2352.0,122.0,122.0,1.0,8.0,2100-2159,2325,107.0,102.0,102.0,1.0,6.0,2300-2359,0.0,,0.0,155.0,135.0,119.0,849.0,4,0.0,0.0,0.0,0.0,102.0
30348,5,3,2,2022-05-03,OO,N511SY,6286,14771,SFO,"San Francisco, CA",CA,12892,LAX,"Los Angeles, CA",CA,1132,1122.0,-10.0,0.0,0.0,-1.0,1100-1159,1307,1236.0,-31.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,95.0,74.0,54.0,337.0,2,,,,,
62358,5,17,2,2022-05-17,OO,N287SY,3822,14869,SLC,"Salt Lake City, UT",UT,11648,FCA,"Kalispell, MT",MT,1525,1540.0,15.0,15.0,1.0,1.0,1500-1559,1709,1731.0,22.0,22.0,1.0,1.0,1700-1759,0.0,,0.0,104.0,111.0,85.0,531.0,3,22.0,0.0,0.0,0.0,0.0
79307,5,27,5,2022-05-27,QX,N442QX,2051,13264,MFR,"Medford, OR",OR,14747,SEA,"Seattle, WA",WA,1153,1149.0,-4.0,0.0,0.0,-1.0,1100-1159,1322,1309.0,-13.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,89.0,80.0,69.0,352.0,2,,,,,
544625,5,9,1,2022-05-09,WN,N8737L,1714,12889,LAS,"Las Vegas, NV",NV,11259,DAL,"Dallas, TX",TX,1705,1734.0,29.0,29.0,1.0,1.0,1700-1759,2145,2204.0,20.0,20.0,1.0,1.0,2100-2159,0.0,,0.0,160.0,151.0,124.0,1067.0,5,0.0,0.0,0.0,0.0,20.0
80605,5,31,2,2022-05-31,QX,N426QX,2470,14747,SEA,"Seattle, WA",WA,14489,RDM,"Bend/Redmond, OR",OR,1540,1537.0,-3.0,0.0,0.0,-1.0,1500-1559,1645,1641.0,-4.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,65.0,64.0,45.0,228.0,1,,,,,
452871,5,1,7,2022-05-01,WN,N567WN,2600,10397,ATL,"Atlanta, GA",GA,11996,GSP,"Greer, SC",SC,1050,1119.0,29.0,29.0,1.0,1.0,1000-1059,1145,1206.0,21.0,21.0,1.0,1.0,1100-1159,0.0,,0.0,55.0,47.0,34.0,153.0,1,1.0,0.0,0.0,0.0,20.0
516528,5,6,5,2022-05-06,WN,N8535S,2138,10423,AUS,"Austin, TX",TX,13232,MDW,"Chicago, IL",IL,530,525.0,-5.0,0.0,0.0,-1.0,0001-0559,800,803.0,3.0,3.0,0.0,0.0,0800-0859,0.0,,0.0,150.0,158.0,127.0,972.0,4,,,,,
479291,5,28,6,2022-05-28,WN,N8616C,4208,10821,BWI,"Baltimore, MD",MD,12451,JAX,"Jacksonville, FL",FL,755,753.0,-2.0,0.0,0.0,-1.0,0700-0759,1000,945.0,-15.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,125.0,112.0,96.0,663.0,3,,,,,
160578,5,24,2,2022-05-24,9E,N582CA,5043,12478,JFK,"New York, NY",NY,11042,CLE,"Cleveland, OH",OH,1825,1823.0,-2.0,0.0,0.0,-1.0,1800-1859,2025,2016.0,-9.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,120.0,113.0,73.0,425.0,2,,,,,
243737,5,19,4,2022-05-19,PT,N690AE,6030,14100,PHL,"Philadelphia, PA",PA,10581,BGR,"Bangor, ME",ME,1040,1035.0,-5.0,0.0,0.0,-1.0,1000-1059,1228,1220.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,108.0,105.0,72.0,473.0,2,,,,,
515277,5,5,4,2022-05-05,WN,N273WN,2777,13871,OMA,"Omaha, NE",NE,12191,HOU,"Houston, TX",TX,725,728.0,3.0,3.0,0.0,0.0,0700-0759,950,951.0,1.0,1.0,0.0,0.0,0900-0959,0.0,,0.0,145.0,143.0,129.0,804.0,4,,,,,
453920,5,1,7,2022-05-01,WN,N8726H,2769,11292,DEN,"Denver, CO",CO,14107,PHX,"Phoenix, AZ",AZ,2055,2108.0,14.0,14.0,0.0,0.0,2000-2059,2150,2208.0,18.0,18.0,1.0,1.0,2100-2159,0.0,,0.0,115.0,119.0,93.0,602.0,3,14.0,0.0,4.0,0.0,0.0
373296,5,10,2,2022-05-10,F9,N346FR,2078,14771,SFO,"San Francisco, CA",CA,12889,LAS,"Las Vegas, NV",NV,827,820.0,-7.0,0.0,0.0,-1.0,0800-0859,1004,943.0,-21.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,97.0,83.0,65.0,414.0,2,,,,,
596166,5,3,2,2022-05-03,YX,N224JQ,5680,10721,BOS,"Boston, MA",MA,14492,RDU,"Raleigh/Durham, NC",NC,2059,2046.0,-13.0,0.0,0.0,-1.0,2000-2059,2316,2240.0,-36.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,137.0,114.0,98.0,612.0,3,,,,,
284888,5,21,6,2022-05-21,B6,N828JB,678,12451,JAX,"Jacksonville, FL",FL,12478,JFK,"New York, NY",NY,1118,1145.0,27.0,27.0,1.0,1.0,1100-1159,1338,1405.0,27.0,27.0,1.0,1.0,1300-1359,0.0,,0.0,140.0,140.0,115.0,828.0,4,26.0,0.0,0.0,0.0,1.0
463851,5,10,2,2022-05-10,WN,N8752Q,1828,13796,OAK,"Oakland, CA",CA,11259,DAL,"Dallas, TX",TX,540,538.0,-2.0,0.0,0.0,-1.0,0001-0559,1110,1050.0,-20.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,210.0,192.0,177.0,1468.0,6,,,,,
282576,5,18,3,2022-05-18,B6,N358JB,618,13487,MSP,"Minneapolis, MN",MN,12478,JFK,"New York, NY",NY,1642,1724.0,42.0,42.0,1.0,2.0,1600-1659,2030,2056.0,26.0,26.0,1.0,1.0,2000-2059,0.0,,0.0,168.0,152.0,130.0,1029.0,5,7.0,0.0,0.0,0.0,19.0
199007,5,10,2,2022-05-10,AA,N774XF,738,12953,LGA,"New York, NY",NY,12266,IAH,"Houston, TX",TX,1915,2000.0,45.0,45.0,1.0,3.0,1900-1959,2230,2228.0,-3.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,255.0,207.0,173.0,1416.0,6,,,,,
305231,5,31,2,2022-05-31,DL,N120DN,1725,13930,ORD,"Chicago, IL",IL,10397,ATL,"Atlanta, GA",GA,1221,1213.0,-8.0,0.0,0.0,-1.0,1200-1259,1511,1452.0,-19.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,110.0,99.0,85.0,606.0,3,,,,,
504143,5,22,7,2022-05-22,WN,N7816B,1263,11697,FLL,"Fort Lauderdale, FL",FL,12339,IND,"Indianapolis, IN",IN,1650,1722.0,32.0,32.0,1.0,2.0,1600-1659,1935,1957.0,22.0,22.0,1.0,1.0,1900-1959,0.0,,0.0,165.0,155.0,136.0,1005.0,5,16.0,0.0,0.0,0.0,6.0
