,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,selection
107495,5,12,4,2022-05-12,UA,N411UA,1824,13891,ONT,"Ontario, CA",CA,11292,DEN,"Denver, CO",CO,544,541.0,-3.0,0.0,0.0,-1.0,0001-0559,900,855.0,-5.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,136.0,134.0,112.0,819.0,4,,,,,,0.0
419010,5,22,7,2022-05-22,MQ,N249NN,4232,11540,ELP,"El Paso, TX",TX,10423,AUS,"Austin, TX",TX,1253,1250.0,-3.0,0.0,0.0,-1.0,1200-1259,1534,1518.0,-16.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,101.0,88.0,72.0,528.0,3,,,,,,0.0
465014,5,10,2,2022-05-10,WN,N8692F,193,15370,TUL,"Tulsa, OK",OK,11292,DEN,"Denver, CO",CO,2030,2044.0,14.0,14.0,0.0,0.0,2000-2059,2110,2126.0,16.0,16.0,1.0,1.0,2100-2159,0.0,,0.0,100.0,102.0,77.0,541.0,3,0.0,0.0,2.0,0.0,14.0,1.0
157216,5,8,7,2022-05-08,9E,N8837B,4890,13487,MSP,"Minneapolis, MN",MN,10408,ATW,"Appleton, WI",WI,1055,1050.0,-5.0,0.0,0.0,-1.0,1000-1059,1202,1152.0,-10.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,67.0,62.0,39.0,236.0,1,,,,,,0.0
174345,5,22,7,2022-05-22,AA,N107NN,382,12892,LAX,"Los Angeles, CA",CA,10721,BOS,"Boston, MA",MA,1500,1548.0,48.0,48.0,1.0,3.0,1500-1559,2329,14.0,45.0,45.0,1.0,3.0,2300-2359,0.0,,0.0,329.0,326.0,288.0,2612.0,11,0.0,0.0,45.0,0.0,0.0,1.0
383732,5,21,6,2022-05-21,G4,288NV,1304,11721,FNT,"Flint, MI",MI,10466,AZA,"Phoenix, AZ",AZ,1510,1506.0,-4.0,0.0,0.0,-1.0,1500-1559,1620,1630.0,10.0,10.0,0.0,0.0,1600-1659,0.0,,0.0,250.0,264.0,238.0,1650.0,7,,,,,,0.0
554175,5,25,3,2022-05-25,WN,N239WN,2620,11259,DAL,"Dallas, TX",TX,14683,SAT,"San Antonio, TX",TX,600,559.0,-1.0,0.0,0.0,-1.0,0600-0659,715,657.0,-18.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,75.0,58.0,46.0,247.0,1,,,,,,0.0
148744,5,5,4,2022-05-05,C5,,4343,12266,IAH,"Houston, TX",TX,14783,SGF,"Springfield, MO",MO,1940,,,,,,1900-1959,2134,,,,,,2100-2159,1.0,B,0.0,114.0,,,513.0,3,,,,,,
208518,5,23,1,2022-05-23,AA,N9016,1976,11057,CLT,"Charlotte, NC",NC,15096,SYR,"Syracuse, NY",NY,2220,2244.0,23.0,23.0,1.0,1.0,2200-2259,2359,25.0,26.0,26.0,1.0,1.0,2300-2359,0.0,,0.0,99.0,102.0,84.0,603.0,3,19.0,0.0,3.0,0.0,4.0,1.0
2145,5,30,1,2022-05-30,OH,N572NN,5533,11057,CLT,"Charlotte, NC",NC,11973,GPT,"Gulfport/Biloxi, MS",MS,2255,115.0,140.0,140.0,1.0,9.0,2200-2259,2354,202.0,128.0,128.0,1.0,8.0,2300-2359,0.0,,0.0,119.0,107.0,78.0,577.0,3,128.0,0.0,0.0,0.0,0.0,1.0
2843,5,15,7,2022-05-15,OH,N580NN,5564,11973,GPT,"Gulfport/Biloxi, MS",MS,11057,CLT,"Charlotte, NC",NC,1054,1122.0,28.0,28.0,1.0,1.0,1000-1059,1340,1406.0,26.0,26.0,1.0,1.0,1300-1359,0.0,,0.0,106.0,104.0,81.0,577.0,3,26.0,0.0,0.0,0.0,0.0,1.0
486657,5,4,3,2022-05-04,WN,N410WN,1598,10693,BNA,"Nashville, TN",TN,13232,MDW,"Chicago, IL",IL,730,725.0,-5.0,0.0,0.0,-1.0,0700-0759,905,845.0,-20.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,95.0,80.0,65.0,395.0,2,,,,,,0.0
290829,5,29,7,2022-05-29,B6,N2105J,355,12478,JFK,"New York, NY",NY,13891,ONT,"Ontario, CA",CA,1930,2248.0,199.0,199.0,1.0,12.0,1900-1959,2249,131.0,162.0,162.0,1.0,10.0,2200-2259,0.0,,0.0,379.0,342.0,321.0,2428.0,10,145.0,0.0,0.0,0.0,17.0,1.0
74222,5,8,7,2022-05-08,QX,N453QX,2051,13264,MFR,"Medford, OR",OR,14747,SEA,"Seattle, WA",WA,1151,1146.0,-5.0,0.0,0.0,-1.0,1100-1159,1320,1314.0,-6.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,89.0,88.0,67.0,352.0,2,,,,,,0.0
85299,5,29,7,2022-05-29,UA,N873UA,1176,12266,IAH,"Houston, TX",TX,11298,DFW,"Dallas/Fort Worth, TX",TX,1945,2122.0,97.0,97.0,1.0,6.0,1900-1959,2104,2220.0,77.0,77.0,1.0,5.0,2100-2159,0.0,,0.0,79.0,59.0,41.0,224.0,1,9.0,0.0,0.0,0.0,68.0,1.0
87671,5,12,4,2022-05-12,UA,N37253,789,11292,DEN,"Denver, CO",CO,14908,SNA,"Santa Ana, CA",CA,1129,1340.0,131.0,131.0,1.0,8.0,1100-1159,1253,1514.0,141.0,141.0,1.0,9.0,1200-1259,0.0,,0.0,144.0,154.0,121.0,846.0,4,11.0,0.0,10.0,0.0,120.0,1.0
99055,5,25,3,2022-05-25,UA,N33284,1116,14908,SNA,"Santa Ana, CA",CA,14771,SFO,"San Francisco, CA",CA,1724,1816.0,52.0,52.0,1.0,3.0,1700-1759,1854,1931.0,37.0,37.0,1.0,2.0,1800-1859,0.0,,0.0,90.0,75.0,56.0,372.0,2,1.0,0.0,0.0,0.0,36.0,1.0
583740,5,3,2,2022-05-03,YX,N135HQ,4828,10397,ATL,"Atlanta, GA",GA,11278,DCA,"Washington, DC",VA,2020,2011.0,-9.0,0.0,0.0,-1.0,2000-2059,2216,2240.0,24.0,24.0,1.0,1.0,2200-2259,0.0,,0.0,116.0,149.0,88.0,547.0,3,0.0,0.0,24.0,0.0,0.0,1.0
171866,5,31,2,2022-05-31,AA,N102NN,171,12478,JFK,"New York, NY",NY,12892,LAX,"Los Angeles, CA",CA,600,655.0,55.0,55.0,1.0,3.0,0600-0659,914,950.0,36.0,36.0,1.0,2.0,0900-0959,0.0,,0.0,374.0,355.0,325.0,2476.0,10,36.0,0.0,0.0,0.0,0.0,1.0
254977,5,9,1,2022-05-09,AS,N976AK,121,10299,ANC,"Anchorage, AK",AK,14747,SEA,"Seattle, WA",WA,235,,,,,,0001-0559,700,,,,,,0700-0759,1.0,A,0.0,205.0,,,1448.0,6,,,,,,
418173,5,15,7,2022-05-15,MQ,N272NN,4201,15016,STL,"St. Louis, MO",MO,13930,ORD,"Chicago, IL",IL,1100,1056.0,-4.0,0.0,0.0,-1.0,1100-1159,1222,1156.0,-26.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,82.0,60.0,45.0,258.0,2,,,,,,0.0
443610,5,15,7,2022-05-15,OH,N573NN,5166,12451,JAX,"Jacksonville, FL",FL,14100,PHL,"Philadelphia, PA",PA,1510,1559.0,49.0,49.0,1.0,3.0,1500-1559,1718,1809.0,51.0,51.0,1.0,3.0,1700-1759,0.0,,0.0,128.0,130.0,106.0,742.0,3,0.0,49.0,2.0,0.0,0.0,1.0
537138,5,31,2,2022-05-31,WN,N932WN,804,14107,PHX,"Phoenix, AZ",AZ,12889,LAS,"Las Vegas, NV",NV,655,703.0,8.0,8.0,0.0,0.0,0600-0659,805,805.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,70.0,62.0,47.0,255.0,2,,,,,,0.0
358614,5,14,6,2022-05-14,DL,N990AT,1306,10821,BWI,"Baltimore, MD",MD,11433,DTW,"Detroit, MI",MI,1139,1132.0,-7.0,0.0,0.0,-1.0,1100-1159,1312,1252.0,-20.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,93.0,80.0,63.0,409.0,2,,,,,,0.0
293638,5,12,4,2022-05-12,DL,N659DL,317,10397,ATL,"Atlanta, GA",GA,13487,MSP,"Minneapolis, MN",MN,1935,1933.0,-2.0,0.0,0.0,-1.0,1900-1959,2103,2344.0,,,,,2100-2159,0.0,,1.0,148.0,,,907.0,4,,,,,,
514037,5,5,4,2022-05-05,WN,N8708Q,1342,12173,HNL,"Honolulu, HI",HI,13830,OGG,"Kahului, HI",HI,1430,1502.0,32.0,32.0,1.0,2.0,1400-1459,1515,1542.0,27.0,27.0,1.0,1.0,1500-1559,0.0,,0.0,45.0,40.0,23.0,100.0,1,0.0,0.0,0.0,0.0,27.0,1.0
354247,5,30,1,2022-05-30,DL,N330DX,1172,13487,MSP,"Minneapolis, MN",MN,15304,TPA,"Tampa, FL",FL,730,736.0,6.0,6.0,0.0,0.0,0700-0759,1144,1141.0,-3.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,194.0,185.0,166.0,1306.0,6,,,,,,0.0
91331,5,10,2,2022-05-10,UA,N33289,648,10620,BIL,"Billings, MT",MT,11292,DEN,"Denver, CO",CO,706,658.0,-8.0,0.0,0.0,-1.0,0700-0759,838,838.0,0.0,0.0,0.0,0.0,0800-0859,0.0,,0.0,92.0,100.0,76.0,455.0,2,,,,,,0.0
363854,5,8,7,2022-05-08,DL,N397DN,2454,13487,MSP,"Minneapolis, MN",MN,14107,PHX,"Phoenix, AZ",AZ,855,856.0,1.0,1.0,0.0,0.0,0800-0859,1022,1027.0,5.0,5.0,0.0,0.0,1000-1059,0.0,,0.0,207.0,211.0,187.0,1276.0,6,,,,,,0.0
357200,5,27,5,2022-05-27,DL,N329DN,1267,14027,PBI,"West Palm Beach/Palm Beach, FL",FL,10397,ATL,"Atlanta, GA",GA,700,656.0,-4.0,0.0,0.0,-1.0,0700-0759,846,839.0,-7.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,106.0,103.0,75.0,545.0,3,,,,,,0.0
207051,5,8,7,2022-05-08,AA,N324RA,1922,13303,MIA,"Miami, FL",FL,12478,JFK,"New York, NY",NY,1933,2106.0,93.0,93.0,1.0,6.0,1900-1959,2235,8.0,93.0,93.0,1.0,6.0,2200-2259,0.0,,0.0,182.0,182.0,153.0,1089.0,5,0.0,0.0,0.0,93.0,0.0,1.0
586995,5,10,2,2022-05-10,YX,N406YX,4913,11193,CVG,"Cincinnati, OH",KY,10721,BOS,"Boston, MA",MA,1400,1354.0,-6.0,0.0,0.0,-1.0,1400-1459,1603,1619.0,16.0,16.0,1.0,1.0,1600-1659,0.0,,0.0,123.0,145.0,110.0,752.0,4,0.0,0.0,16.0,0.0,0.0,1.0
51225,5,15,7,2022-05-15,OO,N447SW,4282,14869,SLC,"Salt Lake City, UT",UT,14794,SGU,"St. George, UT",UT,1715,1715.0,0.0,0.0,0.0,0.0,1700-1759,1825,1828.0,3.0,3.0,0.0,0.0,1800-1859,0.0,,0.0,70.0,73.0,45.0,272.0,2,,,,,,0.0
157263,5,24,2,2022-05-24,9E,N485PX,4891,10581,BGR,"Bangor, ME",ME,12478,JFK,"New York, NY",NY,600,,,,,,0600-0659,733,,,,,,0700-0759,1.0,A,0.0,93.0,,,382.0,2,,,,,,
83403,5,30,1,2022-05-30,UA,N879UA,1504,12266,IAH,"Houston, TX",TX,12889,LAS,"Las Vegas, NV",NV,2157,2240.0,42.0,42.0,1.0,2.0,2100-2159,2317,2352.0,34.0,34.0,1.0,2.0,2300-2359,0.0,,0.0,200.0,192.0,169.0,1222.0,5,34.0,0.0,0.0,0.0,0.0,1.0
226016,5,6,5,2022-05-06,AA,N102UW,2298,11057,CLT,"Charlotte, NC",NC,13342,MKE,"Milwaukee, WI",WI,1641,1636.0,-5.0,0.0,0.0,-1.0,1600-1659,1741,1738.0,-3.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,120.0,122.0,98.0,651.0,3,,,,,,0.0
566023,5,24,2,2022-05-24,YV,N80348,6342,12266,IAH,"Houston, TX",TX,13495,MSY,"New Orleans, LA",LA,955,,,,,,0900-0959,1114,,,,,,1100-1159,1.0,A,0.0,79.0,,,305.0,2,,,,,,
25072,5,16,1,2022-05-16,OO,N453SW,5764,12896,LBB,"Lubbock, TX",TX,11292,DEN,"Denver, CO",CO,800,752.0,-8.0,0.0,0.0,-1.0,0800-0859,841,821.0,-20.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,101.0,89.0,73.0,456.0,2,,,,,,0.0
598514,5,12,4,2022-05-12,YX,N818MD,5650,13485,MSN,"Madison, WI",WI,11278,DCA,"Washington, DC",VA,1800,1756.0,-4.0,0.0,0.0,-1.0,1800-1859,2056,2052.0,-4.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,116.0,116.0,107.0,707.0,3,,,,,,0.0
287852,5,25,3,2022-05-25,B6,N970JB,552,13204,MCO,"Orlando, FL",FL,10721,BOS,"Boston, MA",MA,1018,1047.0,29.0,29.0,1.0,1.0,1000-1059,1315,1340.0,25.0,25.0,1.0,1.0,1300-1359,0.0,,0.0,177.0,173.0,143.0,1121.0,5,5.0,0.0,0.0,0.0,20.0,1.0
132453,5,2,1,2022-05-02,UA,N77296,486,11042,CLE,"Cleveland, OH",OH,11292,DEN,"Denver, CO",CO,1640,1706.0,26.0,26.0,1.0,1.0,1600-1659,1800,1817.0,17.0,17.0,1.0,1.0,1800-1859,0.0,,0.0,200.0,191.0,167.0,1201.0,5,3.0,0.0,0.0,0.0,14.0,1.0
483942,5,3,2,2022-05-03,WN,N8690A,339,11433,DTW,"Detroit, MI",MI,10821,BWI,"Baltimore, MD",MD,600,556.0,-4.0,0.0,0.0,-1.0,0600-0659,730,718.0,-12.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,90.0,82.0,63.0,409.0,2,,,,,,0.0
547995,5,16,1,2022-05-16,WN,N8604K,1044,15016,STL,"St. Louis, MO",MO,10721,BOS,"Boston, MA",MA,825,823.0,-2.0,0.0,0.0,-1.0,0800-0859,1200,1154.0,-6.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,155.0,151.0,130.0,1047.0,5,,,,,,0.0
206590,5,9,1,2022-05-09,AA,N120EE,1908,12889,LAS,"Las Vegas, NV",NV,11298,DFW,"Dallas/Fort Worth, TX",TX,645,643.0,-2.0,0.0,0.0,-1.0,0600-0659,1128,1134.0,6.0,6.0,0.0,0.0,1100-1159,0.0,,0.0,163.0,171.0,131.0,1055.0,5,,,,,,0.0
114057,5,20,5,2022-05-20,UA,N834UA,1757,13891,ONT,"Ontario, CA",CA,14771,SFO,"San Francisco, CA",CA,615,614.0,-1.0,0.0,0.0,-1.0,0600-0659,740,727.0,-13.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,85.0,73.0,59.0,363.0,2,,,,,,0.0
375889,5,16,1,2022-05-16,F9,N384FR,1012,10397,ATL,"Atlanta, GA",GA,13204,MCO,"Orlando, FL",FL,1923,2026.0,63.0,63.0,1.0,4.0,1900-1959,2102,2150.0,48.0,48.0,1.0,3.0,2100-2159,0.0,,0.0,99.0,84.0,61.0,404.0,2,20.0,0.0,0.0,0.0,28.0,1.0
531828,5,23,1,2022-05-23,WN,N212WN,1425,13871,OMA,"Omaha, NE",NE,10397,ATL,"Atlanta, GA",GA,1800,1828.0,28.0,28.0,1.0,1.0,1800-1859,2110,2128.0,19.0,19.0,1.0,1.0,2100-2159,0.0,,0.0,130.0,121.0,105.0,821.0,4,7.0,0.0,0.0,0.0,12.0,1.0
8644,5,20,5,2022-05-20,OO,N705SK,3070,11298,DFW,"Dallas/Fort Worth, TX",TX,15370,TUL,"Tulsa, OK",OK,1025,1021.0,-4.0,0.0,0.0,-1.0,1000-1059,1139,1127.0,-12.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,74.0,66.0,45.0,237.0,1,,,,,,0.0
543950,5,9,1,2022-05-09,WN,N7740A,1287,11259,DAL,"Dallas, TX",TX,15370,TUL,"Tulsa, OK",OK,1050,1050.0,0.0,0.0,0.0,0.0,1000-1059,1200,1149.0,-11.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,70.0,59.0,46.0,238.0,1,,,,,,0.0
296184,5,15,7,2022-05-15,DL,N367DN,399,14869,SLC,"Salt Lake City, UT",UT,12478,JFK,"New York, NY",NY,2359,2356.0,-4.0,0.0,0.0,-1.0,2300-2359,630,619.0,-11.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,271.0,264.0,234.0,1990.0,8,,,,,,0.0
498611,5,20,5,2022-05-20,WN,N8532S,634,13204,MCO,"Orlando, FL",FL,12191,HOU,"Houston, TX",TX,2150,2352.0,122.0,122.0,1.0,8.0,2100-2159,2325,107.0,102.0,102.0,1.0,6.0,2300-2359,0.0,,0.0,155.0,135.0,119.0,849.0,4,0.0,0.0,0.0,0.0,102.0,1.0
62358,5,17,2,2022-05-17,OO,N287SY,3822,14869,SLC,"Salt Lake City, UT",UT,11648,FCA,"Kalispell, MT",MT,1525,1540.0,15.0,15.0,1.0,1.0,1500-1559,1709,1731.0,22.0,22.0,1.0,1.0,1700-1759,0.0,,0.0,104.0,111.0,85.0,531.0,3,22.0,0.0,0.0,0.0,0.0,1.0
544625,5,9,1,2022-05-09,WN,N8737L,1714,12889,LAS,"Las Vegas, NV",NV,11259,DAL,"Dallas, TX",TX,1705,1734.0,29.0,29.0,1.0,1.0,1700-1759,2145,2204.0,20.0,20.0,1.0,1.0,2100-2159,0.0,,0.0,160.0,151.0,124.0,1067.0,5,0.0,0.0,0.0,0.0,20.0,1.0
379096,5,24,2,2022-05-24,F9,N383FR,1742,14635,RSW,"Fort Myers, FL",FL,11193,CVG,"Cincinnati, OH",KY,1305,1251.0,-14.0,0.0,0.0,-1.0,1300-1359,1537,1459.0,-38.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,152.0,128.0,113.0,879.0,4,,,,,,0.0
452871,5,1,7,2022-05-01,WN,N567WN,2600,10397,ATL,"Atlanta, GA",GA,11996,GSP,"Greer, SC",SC,1050,1119.0,29.0,29.0,1.0,1.0,1000-1059,1145,1206.0,21.0,21.0,1.0,1.0,1100-1159,0.0,,0.0,55.0,47.0,34.0,153.0,1,1.0,0.0,0.0,0.0,20.0,1.0
479291,5,28,6,2022-05-28,WN,N8616C,4208,10821,BWI,"Baltimore, MD",MD,12451,JAX,"Jacksonville, FL",FL,755,753.0,-2.0,0.0,0.0,-1.0,0700-0759,1000,945.0,-15.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,125.0,112.0,96.0,663.0,3,,,,,,0.0
243737,5,19,4,2022-05-19,PT,N690AE,6030,14100,PHL,"Philadelphia, PA",PA,10581,BGR,"Bangor, ME",ME,1040,1035.0,-5.0,0.0,0.0,-1.0,1000-1059,1228,1220.0,-8.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,108.0,105.0,72.0,473.0,2,,,,,,0.0
515277,5,5,4,2022-05-05,WN,N273WN,2777,13871,OMA,"Omaha, NE",NE,12191,HOU,"Houston, TX",TX,725,728.0,3.0,3.0,0.0,0.0,0700-0759,950,951.0,1.0,1.0,0.0,0.0,0900-0959,0.0,,0.0,145.0,143.0,129.0,804.0,4,,,,,,0.0
453920,5,1,7,2022-05-01,WN,N8726H,2769,11292,DEN,"Denver, CO",CO,14107,PHX,"Phoenix, AZ",AZ,2055,2108.0,14.0,14.0,0.0,0.0,2000-2059,2150,2208.0,18.0,18.0,1.0,1.0,2100-2159,0.0,,0.0,115.0,119.0,93.0,602.0,3,14.0,0.0,4.0,0.0,0.0,1.0
284888,5,21,6,2022-05-21,B6,N828JB,678,12451,JAX,"Jacksonville, FL",FL,12478,JFK,"New York, NY",NY,1118,1145.0,27.0,27.0,1.0,1.0,1100-1159,1338,1405.0,27.0,27.0,1.0,1.0,1300-1359,0.0,,0.0,140.0,140.0,115.0,828.0,4,26.0,0.0,0.0,0.0,1.0,1.0
504143,5,22,7,2022-05-22,WN,N7816B,1263,11697,FLL,"Fort Lauderdale, FL",FL,12339,IND,"Indianapolis, IN",IN,1650,1722.0,32.0,32.0,1.0,2.0,1600-1659,1935,1957.0,22.0,22.0,1.0,1.0,1900-1959,0.0,,0.0,165.0,155.0,136.0,1005.0,5,16.0,0.0,0.0,0.0,6.0,1.0
449368,5,29,7,2022-05-29,OH,N591NN,5325,13495,MSY,"New Orleans, LA",LA,11278,DCA,"Washington, DC",VA,1835,1831.0,-4.0,0.0,0.0,-1.0,1800-1859,2215,2236.0,21.0,21.0,1.0,1.0,2200-2259,0.0,,0.0,160.0,185.0,134.0,969.0,4,0.0,0.0,21.0,0.0,0.0,1.0
291618,5,30,1,2022-05-30,B6,N258JB,339,12953,LGA,"New York, NY",NY,12451,JAX,"Jacksonville, FL",FL,756,744.0,-12.0,0.0,0.0,-1.0,0700-0759,1023,1000.0,-23.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,147.0,136.0,120.0,833.0,4,,,,,,0.0
424695,5,2,1,2022-05-02,NK,N534NK,1686,14635,RSW,"Fort Myers, FL",FL,11433,DTW,"Detroit, MI",MI,1930,1920.0,-10.0,0.0,0.0,-1.0,1900-1959,2228,2244.0,17.0,17.0,1.0,1.0,2200-2259,0.0,,0.0,178.0,205.0,156.0,1084.0,5,0.0,0.0,17.0,0.0,0.0,1.0
424482,5,7,6,2022-05-07,NK,N697NK,1673,11066,CMH,"Columbus, OH",OH,13204,MCO,"Orlando, FL",FL,810,854.0,44.0,44.0,1.0,2.0,0800-0859,1023,1059.0,36.0,36.0,1.0,2.0,1000-1059,0.0,,0.0,133.0,125.0,107.0,802.0,4,36.0,0.0,0.0,0.0,0.0,1.0
529420,5,23,1,2022-05-23,WN,N551WN,782,10423,AUS,"Austin, TX",TX,10800,BUR,"Burbank, CA",CA,1720,1806.0,46.0,46.0,1.0,3.0,1700-1759,1835,1907.0,32.0,32.0,1.0,2.0,1800-1859,0.0,,0.0,195.0,181.0,172.0,1241.0,5,32.0,0.0,0.0,0.0,0.0,1.0
215874,5,28,6,2022-05-28,AA,N669AW,1086,10423,AUS,"Austin, TX",TX,12892,LAX,"Los Angeles, CA",CA,2050,2052.0,2.0,2.0,0.0,0.0,2000-2059,2210,2206.0,-4.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,200.0,194.0,162.0,1242.0,5,,,,,,0.0
112998,5,21,6,2022-05-21,UA,,561,11292,DEN,"Denver, CO",CO,13495,MSY,"New Orleans, LA",LA,1325,,,,,,1300-1359,1655,,,,,,1600-1659,1.0,A,0.0,150.0,,,1062.0,5,,,,,,
190499,5,13,5,2022-05-13,AA,N579UW,2767,11298,DFW,"Dallas/Fort Worth, TX",TX,14747,SEA,"Seattle, WA",WA,827,824.0,-3.0,0.0,0.0,-1.0,0800-0859,1041,1054.0,13.0,13.0,0.0,0.0,1000-1059,0.0,,0.0,254.0,270.0,241.0,1660.0,7,,,,,,0.0
182481,5,2,1,2022-05-02,AA,N939AN,1604,14683,SAT,"San Antonio, TX",TX,13303,MIA,"Miami, FL",FL,602,559.0,-3.0,0.0,0.0,-1.0,0600-0659,950,933.0,-17.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,168.0,154.0,132.0,1143.0,5,,,,,,0.0
478804,5,27,5,2022-05-27,WN,N8574Z,6603,15016,STL,"St. Louis, MO",MO,15304,TPA,"Tampa, FL",FL,1250,1324.0,34.0,34.0,1.0,2.0,1200-1259,1555,1629.0,34.0,34.0,1.0,2.0,1500-1559,0.0,,0.0,125.0,125.0,112.0,869.0,4,5.0,0.0,0.0,0.0,29.0,1.0
276522,5,10,2,2022-05-10,B6,N646JB,585,12478,JFK,"New York, NY",NY,14492,RDU,"Raleigh/Durham, NC",NC,840,835.0,-5.0,0.0,0.0,-1.0,0800-0859,1026,1019.0,-7.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,106.0,104.0,68.0,427.0,2,,,,,,0.0
84597,5,29,7,2022-05-29,UA,N223UA,2143,11618,EWR,"Newark, NJ",NJ,14843,SJU,"San Juan, PR",PR,805,914.0,69.0,69.0,1.0,4.0,0800-0859,1152,1242.0,50.0,50.0,1.0,3.0,1100-1159,0.0,,0.0,227.0,208.0,191.0,1608.0,7,11.0,0.0,0.0,0.0,39.0,1.0
245417,5,6,5,2022-05-06,PT,N648AE,6075,11057,CLT,"Charlotte, NC",NC,11577,ERI,"Erie, PA",PA,2040,2214.0,94.0,94.0,1.0,6.0,2000-2059,2236,2348.0,72.0,72.0,1.0,4.0,2200-2259,0.0,,0.0,116.0,94.0,69.0,476.0,2,0.0,0.0,0.0,0.0,72.0,1.0
520765,5,7,6,2022-05-07,WN,N8319F,4002,11292,DEN,"Denver, CO",CO,15016,STL,"St. Louis, MO",MO,1055,1157.0,62.0,62.0,1.0,4.0,1000-1059,1355,1442.0,47.0,47.0,1.0,3.0,1300-1359,0.0,,0.0,120.0,105.0,92.0,770.0,4,47.0,0.0,0.0,0.0,0.0,1.0
438650,5,11,3,2022-05-11,OH,N505AE,5021,11278,DCA,"Washington, DC",VA,13296,MHT,"Manchester, NH",NH,1506,1517.0,11.0,11.0,0.0,0.0,1500-1559,1645,1707.0,22.0,22.0,1.0,1.0,1600-1659,0.0,,0.0,99.0,110.0,73.0,406.0,2,0.0,0.0,11.0,0.0,11.0,1.0
496781,5,13,5,2022-05-13,WN,N946WN,2150,12889,LAS,"Las Vegas, NV",NV,14831,SJC,"San Jose, CA",CA,1850,1946.0,56.0,56.0,1.0,3.0,1800-1859,2015,2060.0,44.0,44.0,1.0,2.0,2000-2059,0.0,,0.0,85.0,73.0,59.0,386.0,2,0.0,0.0,0.0,0.0,44.0,1.0
394687,5,14,6,2022-05-14,HA,N487HA,159,13830,OGG,"Kahului, HI",HI,12173,HNL,"Honolulu, HI",HI,1245,1244.0,-1.0,0.0,0.0,-1.0,1200-1259,1330,1321.0,-9.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,45.0,37.0,21.0,100.0,1,,,,,,0.0
149181,5,4,3,2022-05-04,G7,N522GJ,4527,12264,IAD,"Washington, DC",VA,15016,STL,"St. Louis, MO",MO,1755,1820.0,25.0,25.0,1.0,1.0,1700-1759,1914,1938.0,24.0,24.0,1.0,1.0,1900-1959,0.0,,0.0,139.0,138.0,104.0,696.0,3,0.0,0.0,0.0,0.0,24.0,1.0
562091,5,4,3,2022-05-04,YV,N85351,6239,12266,IAH,"Houston, TX",TX,10397,ATL,"Atlanta, GA",GA,735,730.0,-5.0,0.0,0.0,-1.0,0700-0759,1040,1023.0,-17.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,125.0,113.0,94.0,689.0,3,,,,,,0.0
512187,5,31,2,2022-05-31,WN,N8582Z,1743,10821,BWI,"Baltimore, MD",MD,13204,MCO,"Orlando, FL",FL,1550,1620.0,30.0,30.0,1.0,2.0,1500-1559,1810,1832.0,22.0,22.0,1.0,1.0,1800-1859,0.0,,0.0,140.0,132.0,110.0,787.0,4,0.0,0.0,22.0,0.0,0.0,1.0
