,Month,DayofMonth,DayOfWeek,FlightDate,Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,Origin,OriginCityName,OriginState,DestAirportID,Dest,DestCityName,DestState,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,selection
35635,2,5,6,2022-02-05,OO,N209SY,5337,13930,ORD,"Chicago, IL",IL,11193,CVG,"Cincinnati, OH",KY,2015,2024.0,9.0,9.0,0.0,0.0,2000-2059,2235,2246.0,11.0,11.0,0.0,0.0,2200-2259,0.0,,0.0,80.0,82.0,46.0,264.0,2,,,,,,0.0
297342,2,7,1,2022-02-07,DL,N109DU,1295,12953,LGA,"New York, NY",NY,12266,IAH,"Houston, TX",TX,1355,1419.0,24.0,24.0,1.0,1.0,1300-1359,1717,1727.0,10.0,10.0,0.0,0.0,1700-1759,0.0,,0.0,262.0,248.0,219.0,1416.0,6,,,,,,0.0
163059,2,7,1,2022-02-07,AA,N335PH,1847,14843,SJU,"San Juan, PR",PR,11057,CLT,"Charlotte, NC",NC,1430,1508.0,38.0,38.0,1.0,2.0,1400-1459,1723,1741.0,18.0,18.0,1.0,1.0,1700-1759,0.0,,0.0,233.0,213.0,196.0,1475.0,6,18.0,0.0,0.0,0.0,0.0,1.0
335159,2,13,7,2022-02-13,G4,331NV,422,10431,AVL,"Asheville, NC",NC,11624,EYW,"Key West, FL",FL,745,745.0,0.0,0.0,0.0,0.0,0700-0759,945,1003.0,18.0,18.0,1.0,1.0,0900-0959,0.0,,0.0,120.0,138.0,118.0,751.0,4,0.0,0.0,18.0,0.0,0.0,1.0
409460,2,8,2,2022-02-08,YV,N87345,6083,12266,IAH,"Houston, TX",TX,11624,EYW,"Key West, FL",FL,1040,1056.0,16.0,16.0,1.0,1.0,1000-1059,1420,1517.0,57.0,57.0,1.0,3.0,1400-1459,0.0,,0.0,160.0,201.0,138.0,915.0,4,57.0,0.0,0.0,0.0,0.0,1.0
102644,2,6,7,2022-02-06,WN,N422WN,1862,15016,STL,"St. Louis, MO",MO,11066,CMH,"Columbus, OH",OH,1910,1936.0,26.0,26.0,1.0,1.0,1900-1959,2125,2148.0,24.0,24.0,1.0,1.0,2100-2159,0.0,,0.0,75.0,73.0,57.0,409.0,2,0.0,0.0,0.0,0.0,24.0,1.0
178746,2,7,1,2022-02-07,AA,N335RT,2035,14771,SFO,"San Francisco, CA",CA,13303,MIA,"Miami, FL",FL,2125,2124.0,0.0,0.0,0.0,0.0,2100-2159,535,812.0,,,,,0001-0559,0.0,,1.0,310.0,,,2584.0,11,,,,,,
283890,2,19,6,2022-02-19,DL,N314DN,1647,11298,DFW,"Dallas/Fort Worth, TX",TX,10397,ATL,"Atlanta, GA",GA,600,600.0,0.0,0.0,0.0,0.0,0600-0659,905,900.0,-5.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,125.0,120.0,85.0,731.0,3,,,,,,0.0
244081,2,10,4,2022-02-10,B6,N183JB,1480,11697,FLL,"Fort Lauderdale, FL",FL,11278,DCA,"Washington, DC",VA,755,821.0,26.0,26.0,1.0,1.0,0700-0759,1026,1051.0,25.0,25.0,1.0,1.0,1000-1059,0.0,,0.0,151.0,150.0,118.0,899.0,4,25.0,0.0,0.0,0.0,0.0,1.0
90466,2,14,1,2022-02-14,WN,N432WN,127,14908,SNA,"Santa Ana, CA",CA,13796,OAK,"Oakland, CA",CA,730,732.0,2.0,2.0,0.0,0.0,0700-0759,900,845.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,90.0,73.0,61.0,371.0,2,,,,,,0.0
370424,2,2,3,2022-02-02,OH,N595NN,5308,11057,CLT,"Charlotte, NC",NC,12323,ILM,"Wilmington, NC",NC,1435,1430.0,-5.0,0.0,0.0,-1.0,1400-1459,1543,1529.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,68.0,59.0,37.0,185.0,1,,,,,,0.0
32262,2,22,2,2022-02-22,OO,N464SW,4700,11292,DEN,"Denver, CO",CO,13264,MFR,"Medford, OR",OR,1130,1307.0,97.0,97.0,1.0,6.0,1100-1159,1334,1533.0,119.0,119.0,1.0,7.0,1300-1359,0.0,,0.0,184.0,206.0,149.0,964.0,4,119.0,0.0,0.0,0.0,0.0,1.0
373571,2,19,6,2022-02-19,OH,N519AE,5431,11057,CLT,"Charlotte, NC",NC,12197,HPN,"White Plains, NY",NY,733,728.0,-5.0,0.0,0.0,-1.0,0700-0759,929,926.0,-3.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,116.0,118.0,82.0,564.0,3,,,,,,0.0
159605,2,25,5,2022-02-25,AA,N647AW,1731,10994,CHS,"Charleston, SC",SC,11057,CLT,"Charlotte, NC",NC,650,644.0,-6.0,0.0,0.0,-1.0,0600-0659,757,747.0,-10.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,67.0,63.0,33.0,168.0,1,,,,,,0.0
246971,2,14,1,2022-02-14,B6,N569JB,1984,13204,MCO,"Orlando, FL",FL,12478,JFK,"New York, NY",NY,1130,1156.0,26.0,26.0,1.0,1.0,1100-1159,1400,1419.0,19.0,19.0,1.0,1.0,1400-1459,0.0,,0.0,150.0,143.0,120.0,944.0,4,19.0,0.0,0.0,0.0,0.0,1.0
136613,2,2,3,2022-02-02,9E,N835AY,4935,11433,DTW,"Detroit, MI",MI,13184,MBS,"Saginaw/Bay City/Midland, MI",MI,1554,,,,,,1500-1559,1651,,,,,,1600-1659,1.0,B,0.0,57.0,,,98.0,1,,,,,,
138406,2,23,3,2022-02-23,9E,N926XJ,5024,12953,LGA,"New York, NY",NY,10257,ALB,"Albany, NY",NY,1010,1005.0,-5.0,0.0,0.0,-1.0,1000-1059,1118,1049.0,-29.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,68.0,44.0,29.0,136.0,1,,,,,,0.0
300223,2,22,2,2022-02-22,DL,N339DN,2534,10397,ATL,"Atlanta, GA",GA,11481,ECP,"Panama City, FL",FL,2306,815.0,549.0,549.0,1.0,12.0,2300-2359,2310,816.0,546.0,546.0,1.0,12.0,2300-2359,0.0,,0.0,64.0,61.0,41.0,240.0,1,0.0,546.0,0.0,0.0,0.0,1.0
6296,2,18,5,2022-02-18,OO,N969SW,5598,13930,ORD,"Chicago, IL",IL,10980,CHA,"Chattanooga, TN",TN,1341,1432.0,51.0,51.0,1.0,3.0,1300-1359,1623,1715.0,52.0,52.0,1.0,3.0,1600-1659,0.0,,0.0,102.0,103.0,73.0,500.0,3,0.0,0.0,0.0,0.0,52.0,1.0
436095,2,25,5,2022-02-25,YX,N130HQ,4867,11042,CLE,"Cleveland, OH",OH,12953,LGA,"New York, NY",NY,1745,1912.0,87.0,87.0,1.0,5.0,1700-1759,1928,2150.0,142.0,142.0,1.0,9.0,1900-1959,0.0,,0.0,103.0,158.0,64.0,419.0,2,87.0,0.0,55.0,0.0,0.0,1.0
79962,2,4,5,2022-02-04,WN,N428WN,1681,13198,MCI,"Kansas City, MO",MO,13204,MCO,"Orlando, FL",FL,1930,1952.0,22.0,22.0,1.0,1.0,1900-1959,2300,2318.0,18.0,18.0,1.0,1.0,2300-2359,0.0,,0.0,150.0,146.0,126.0,1072.0,5,17.0,0.0,0.0,0.0,1.0,1.0
451205,2,18,5,2022-02-18,MQ,N259NN,4035,11066,CMH,"Columbus, OH",OH,11278,DCA,"Washington, DC",VA,751,747.0,-4.0,0.0,0.0,-1.0,0700-0759,910,945.0,35.0,35.0,1.0,2.0,0900-0959,0.0,,0.0,79.0,118.0,56.0,323.0,2,0.0,0.0,35.0,0.0,0.0,1.0
68792,2,20,7,2022-02-20,WN,N8522P,1045,10397,ATL,"Atlanta, GA",GA,13198,MCI,"Kansas City, MO",MO,840,846.0,6.0,6.0,0.0,0.0,0800-0859,955,955.0,0.0,0.0,0.0,0.0,0900-0959,0.0,,0.0,135.0,129.0,112.0,692.0,3,,,,,,0.0
330221,2,24,4,2022-02-24,F9,N373FR,2446,13303,MIA,"Miami, FL",FL,11042,CLE,"Cleveland, OH",OH,1703,1702.0,-1.0,0.0,0.0,-1.0,1700-1759,2003,1952.0,-11.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,180.0,170.0,145.0,1080.0,5,,,,,,0.0
29078,2,6,7,2022-02-06,OO,N604CZ,3661,14869,SLC,"Salt Lake City, UT",UT,14489,RDM,"Bend/Redmond, OR",OR,1125,1127.0,2.0,2.0,0.0,0.0,1100-1159,1222,1204.0,-18.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,117.0,97.0,74.0,525.0,3,,,,,,0.0
186018,2,12,6,2022-02-12,AA,N561UW,1192,11298,DFW,"Dallas/Fort Worth, TX",TX,14869,SLC,"Salt Lake City, UT",UT,2050,2047.0,-3.0,0.0,0.0,-1.0,2000-2059,2242,2236.0,-7.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,172.0,168.0,142.0,989.0,4,,,,,,0.0
202325,2,11,5,2022-02-11,AA,N965AN,1509,10721,BOS,"Boston, MA",MA,13930,ORD,"Chicago, IL",IL,725,718.0,-7.0,0.0,0.0,-1.0,0700-0759,924,911.0,-13.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,179.0,173.0,139.0,867.0,4,,,,,,0.0
255556,2,25,5,2022-02-25,B6,N629JB,1711,11618,EWR,"Newark, NJ",NJ,14635,RSW,"Fort Myers, FL",FL,1108,1110.0,2.0,2.0,0.0,0.0,1100-1159,1423,1507.0,44.0,44.0,1.0,2.0,1400-1459,0.0,,0.0,195.0,237.0,168.0,1068.0,5,2.0,0.0,42.0,0.0,0.0,1.0
429465,2,7,1,2022-02-07,YX,N431YX,4574,11995,GSO,"Greensboro/High Point, NC",NC,12953,LGA,"New York, NY",NY,1809,1929.0,80.0,80.0,1.0,5.0,1800-1859,1949,2112.0,84.0,84.0,1.0,5.0,1900-1959,0.0,,0.0,100.0,104.0,64.0,461.0,2,0.0,0.0,4.0,0.0,80.0,1.0
384124,2,23,3,2022-02-23,OO,N766SK,3238,11298,DFW,"Dallas/Fort Worth, TX",TX,11612,EVV,"Evansville, IN",IN,1308,,,,,,1300-1359,1500,,,,,,1500-1559,1.0,B,0.0,112.0,,,642.0,3,,,,,,
497448,2,16,3,2022-02-16,UA,N39418,289,10721,BOS,"Boston, MA",MA,13930,ORD,"Chicago, IL",IL,1700,1658.0,-2.0,0.0,0.0,-1.0,1700-1759,1855,1852.0,-3.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,175.0,174.0,145.0,867.0,4,,,,,,0.0
481985,2,6,7,2022-02-06,UA,N893UA,1525,10994,CHS,"Charleston, SC",SC,13930,ORD,"Chicago, IL",IL,1708,1826.0,78.0,78.0,1.0,5.0,1700-1759,1840,1927.0,47.0,47.0,1.0,3.0,1800-1859,0.0,,0.0,152.0,121.0,107.0,760.0,4,26.0,0.0,0.0,0.0,21.0,1.0
243269,2,9,3,2022-02-09,B6,N507JT,1040,12478,JFK,"New York, NY",NY,15024,STT,"Charlotte Amalie, VI",VI,1220,1237.0,17.0,17.0,1.0,1.0,1200-1259,1712,1716.0,4.0,4.0,0.0,0.0,1700-1759,0.0,,0.0,232.0,219.0,202.0,1623.0,7,,,,,,0.0
209822,2,5,6,2022-02-05,AA,N652AW,2695,14683,SAT,"San Antonio, TX",TX,14107,PHX,"Phoenix, AZ",AZ,1439,,,,,,1400-1459,1612,,,,,,1600-1659,1.0,A,0.0,153.0,,,843.0,4,,,,,,
390370,2,17,4,2022-02-17,WN,N8329B,2207,14869,SLC,"Salt Lake City, UT",UT,13232,MDW,"Chicago, IL",IL,1330,1352.0,22.0,22.0,1.0,1.0,1300-1359,1735,2252.0,,,,,1700-1759,0.0,,1.0,185.0,,,1259.0,6,,,,,,
379090,2,13,7,2022-02-13,OH,N565NN,5638,14100,PHL,"Philadelphia, PA",PA,12451,JAX,"Jacksonville, FL",FL,1010,1005.0,-5.0,0.0,0.0,-1.0,1000-1059,1241,1418.0,97.0,97.0,1.0,6.0,1200-1259,0.0,,0.0,151.0,253.0,132.0,742.0,3,0.0,0.0,97.0,0.0,0.0,1.0
246333,2,13,7,2022-02-13,B6,N284JB,2474,10994,CHS,"Charleston, SC",SC,12478,JFK,"New York, NY",NY,1056,1257.0,121.0,121.0,1.0,8.0,1000-1059,1248,1423.0,95.0,95.0,1.0,6.0,1200-1259,0.0,,0.0,112.0,86.0,72.0,636.0,3,9.0,0.0,0.0,0.0,86.0,1.0
204479,2,1,2,2022-02-01,AA,N409AA,1598,12892,LAX,"Los Angeles, CA",CA,13930,ORD,"Chicago, IL",IL,730,731.0,1.0,1.0,0.0,0.0,0700-0759,1339,1327.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,249.0,236.0,208.0,1744.0,7,,,,,,0.0
75815,2,22,2,2022-02-22,WN,N8815L,2181,10693,BNA,"Nashville, TN",TN,11066,CMH,"Columbus, OH",OH,950,945.0,-5.0,0.0,0.0,-1.0,0900-0959,1210,1159.0,-11.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,80.0,74.0,52.0,337.0,2,,,,,,0.0
302300,2,5,6,2022-02-05,DL,N924AT,2616,10781,BTR,"Baton Rouge, LA",LA,10397,ATL,"Atlanta, GA",GA,600,612.0,12.0,12.0,0.0,0.0,0600-0659,833,857.0,24.0,24.0,1.0,1.0,0800-0859,0.0,,0.0,93.0,105.0,63.0,448.0,2,12.0,0.0,12.0,0.0,0.0,1.0
491070,2,17,4,2022-02-17,UA,N836UA,2635,14683,SAT,"San Antonio, TX",TX,11292,DEN,"Denver, CO",CO,1340,1402.0,22.0,22.0,1.0,1.0,1300-1359,1459,1512.0,13.0,13.0,0.0,0.0,1400-1459,0.0,,0.0,139.0,130.0,112.0,794.0,4,,,,,,0.0
337533,2,19,6,2022-02-19,G4,280NV,1410,10466,AZA,"Phoenix, AZ",AZ,11775,FSD,"Sioux Falls, SD",SD,1540,1603.0,23.0,23.0,1.0,1.0,1500-1559,1912,2010.0,58.0,58.0,1.0,3.0,1900-1959,0.0,,0.0,152.0,187.0,134.0,1072.0,5,23.0,0.0,35.0,0.0,0.0,1.0
10013,2,10,4,2022-02-10,OO,N184SY,3365,15023,STS,"Santa Rosa, CA",CA,12892,LAX,"Los Angeles, CA",CA,1705,1700.0,-5.0,0.0,0.0,-1.0,1700-1759,1840,1821.0,-19.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,95.0,81.0,63.0,400.0,2,,,,,,0.0
505450,2,25,5,2022-02-25,G7,,4478,12953,LGA,"New York, NY",NY,12264,IAD,"Washington, DC",VA,755,,,,,,0700-0759,921,,,,,,0900-0959,1.0,B,0.0,86.0,,,229.0,1,,,,,,
128076,2,10,4,2022-02-10,WN,N780SW,2450,10821,BWI,"Baltimore, MD",MD,11986,GRR,"Grand Rapids, MI",MI,930,925.0,-5.0,0.0,0.0,-1.0,0900-0959,1125,1059.0,-26.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,115.0,94.0,79.0,528.0,3,,,,,,0.0
97669,2,24,4,2022-02-24,WN,N925WN,1539,10693,BNA,"Nashville, TN",TN,13204,MCO,"Orlando, FL",FL,1750,1826.0,36.0,36.0,1.0,2.0,1700-1759,2035,2100.0,25.0,25.0,1.0,1.0,2000-2059,0.0,,0.0,105.0,94.0,80.0,616.0,3,0.0,0.0,0.0,0.0,25.0,1.0
220406,2,3,4,2022-02-03,PT,,6202,11057,CLT,"Charlotte, NC",NC,10874,CAK,"Akron, OH",OH,954,,,,,,0900-0959,1141,,,,,,1100-1159,1.0,B,0.0,107.0,,,394.0,2,,,,,,
472111,2,8,2,2022-02-08,UA,N674UA,1660,11618,EWR,"Newark, NJ",NJ,13930,ORD,"Chicago, IL",IL,1025,1016.0,-9.0,0.0,0.0,-1.0,1000-1059,1209,1128.0,-41.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,164.0,132.0,110.0,719.0,3,,,,,,0.0
310696,2,3,4,2022-02-03,DL,N309DN,1478,13204,MCO,"Orlando, FL",FL,10721,BOS,"Boston, MA",MA,1143,1138.0,-5.0,0.0,0.0,-1.0,1100-1159,1427,1432.0,5.0,5.0,0.0,0.0,1400-1459,0.0,,0.0,164.0,174.0,158.0,1121.0,5,,,,,,0.0
281358,2,20,7,2022-02-20,DL,N316DN,978,10140,ABQ,"Albuquerque, NM",NM,10397,ATL,"Atlanta, GA",GA,1500,1504.0,4.0,4.0,0.0,0.0,1500-1559,1946,1936.0,-10.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,166.0,152.0,136.0,1269.0,6,,,,,,0.0
421203,2,14,1,2022-02-14,YX,N861RW,3497,11066,CMH,"Columbus, OH",OH,11618,EWR,"Newark, NJ",NJ,1900,2044.0,104.0,104.0,1.0,6.0,1900-1959,2054,2240.0,105.0,105.0,1.0,7.0,2000-2059,0.0,,0.0,114.0,115.0,69.0,463.0,2,0.0,0.0,105.0,0.0,0.0,1.0
399509,2,27,7,2022-02-27,WN,N8531Q,1127,13232,MDW,"Chicago, IL",IL,12191,HOU,"Houston, TX",TX,1810,1854.0,44.0,44.0,1.0,2.0,1800-1859,2100,2116.0,15.0,15.0,1.0,1.0,2100-2159,0.0,,0.0,170.0,141.0,128.0,937.0,4,14.0,0.0,0.0,0.0,1.0,1.0
207962,2,5,6,2022-02-05,AA,N948NN,2629,15016,STL,"St. Louis, MO",MO,13930,ORD,"Chicago, IL",IL,1441,,,,,,1400-1459,1557,,,,,,1500-1559,1.0,A,0.0,76.0,,,258.0,2,,,,,,
77702,2,3,4,2022-02-03,WN,N8527Q,1041,14831,SJC,"San Jose, CA",CA,11292,DEN,"Denver, CO",CO,1035,,,,,,1000-1059,1400,,,,,,1400-1459,1.0,B,0.0,145.0,,,948.0,4,,,,,,
433857,2,7,1,2022-02-07,YX,N121HQ,4749,13198,MCI,"Kansas City, MO",MO,14100,PHL,"Philadelphia, PA",PA,845,835.0,-10.0,0.0,0.0,-1.0,0800-0859,1229,1202.0,-27.0,0.0,0.0,-2.0,1200-1259,0.0,,0.0,164.0,147.0,126.0,1038.0,5,,,,,,0.0
225420,2,7,1,2022-02-07,AS,N557AS,861,14747,SEA,"Seattle, WA",WA,13830,OGG,"Kahului, HI",HI,800,835.0,35.0,35.0,1.0,2.0,0800-0859,1228,1241.0,13.0,13.0,0.0,0.0,1200-1259,0.0,,0.0,388.0,366.0,329.0,2640.0,11,,,,,,0.0
430654,2,4,5,2022-02-04,YX,N123HQ,4621,11278,DCA,"Washington, DC",VA,11042,CLE,"Cleveland, OH",OH,2220,14.0,114.0,114.0,1.0,7.0,2200-2259,2352,146.0,114.0,114.0,1.0,7.0,2300-2359,0.0,,0.0,92.0,92.0,54.0,310.0,2,114.0,0.0,0.0,0.0,0.0,1.0
27443,2,18,5,2022-02-18,OO,N285SY,3755,12892,LAX,"Los Angeles, CA",CA,14570,RNO,"Reno, NV",NV,1459,1504.0,5.0,5.0,0.0,0.0,1400-1459,1628,1617.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,89.0,73.0,61.0,391.0,2,,,,,,0.0
200394,2,2,3,2022-02-02,AA,N715UW,1436,11066,CMH,"Columbus, OH",OH,11057,CLT,"Charlotte, NC",NC,1229,1227.0,-2.0,0.0,0.0,-1.0,1200-1259,1356,1348.0,-8.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,87.0,81.0,58.0,347.0,2,,,,,,0.0
492596,2,17,4,2022-02-17,UA,N845UA,321,11618,EWR,"Newark, NJ",NJ,12264,IAD,"Washington, DC",VA,1955,2028.0,33.0,33.0,1.0,2.0,1900-1959,2120,2140.0,19.0,19.0,1.0,1.0,2100-2159,0.0,,0.0,85.0,71.0,46.0,212.0,1,18.0,0.0,0.0,0.0,1.0,1.0
93386,2,22,2,2022-02-22,WN,N936WN,1159,14107,PHX,"Phoenix, AZ",AZ,13930,ORD,"Chicago, IL",IL,1850,1940.0,50.0,50.0,1.0,3.0,1800-1859,2305,2332.0,26.0,26.0,1.0,1.0,2300-2359,0.0,,0.0,195.0,171.0,158.0,1440.0,6,8.0,0.0,0.0,0.0,18.0,1.0
270429,2,17,4,2022-02-17,DL,N861DN,2309,12889,LAS,"Las Vegas, NV",NV,11433,DTW,"Detroit, MI",MI,1533,1533.0,0.0,0.0,0.0,0.0,1500-1559,2220,2238.0,18.0,18.0,1.0,1.0,2200-2259,0.0,,0.0,227.0,245.0,200.0,1749.0,7,0.0,0.0,18.0,0.0,0.0,1.0
160269,2,26,6,2022-02-26,AA,N832AW,1761,11298,DFW,"Dallas/Fort Worth, TX",TX,12278,ICT,"Wichita, KS",KS,1020,1037.0,17.0,17.0,1.0,1.0,1000-1059,1137,1145.0,8.0,8.0,0.0,0.0,1100-1159,0.0,,0.0,77.0,68.0,44.0,328.0,2,,,,,,0.0
232369,2,20,7,2022-02-20,AS,N305AS,35,14747,SEA,"Seattle, WA",WA,12892,LAX,"Los Angeles, CA",CA,1355,1351.0,-4.0,0.0,0.0,-1.0,1300-1359,1640,1623.0,-17.0,0.0,0.0,-2.0,1600-1659,0.0,,0.0,165.0,152.0,126.0,954.0,4,,,,,,0.0
14910,2,17,4,2022-02-17,OO,N922EV,4267,13487,MSP,"Minneapolis, MN",MN,14520,RHI,"Rhinelander, WI",WI,1115,1210.0,55.0,55.0,1.0,3.0,1100-1159,1224,1313.0,49.0,49.0,1.0,3.0,1200-1259,0.0,,0.0,69.0,63.0,37.0,190.0,1,49.0,0.0,0.0,0.0,0.0,1.0
228701,2,13,7,2022-02-13,AS,N516AS,698,14747,SEA,"Seattle, WA",WA,12266,IAH,"Houston, TX",TX,830,821.0,-9.0,0.0,0.0,-1.0,0800-0859,1450,1511.0,21.0,21.0,1.0,1.0,1400-1459,0.0,,0.0,260.0,290.0,226.0,1874.0,8,0.0,0.0,21.0,0.0,0.0,1.0
239613,2,4,5,2022-02-04,B6,N991JT,90,14679,SAN,"San Diego, CA",CA,12478,JFK,"New York, NY",NY,2124,2110.0,-14.0,0.0,0.0,-1.0,2100-2159,530,534.0,4.0,4.0,0.0,0.0,0001-0559,0.0,,0.0,306.0,324.0,309.0,2446.0,10,,,,,,0.0
416991,2,12,6,2022-02-12,YX,N656RW,3446,11637,FAR,"Fargo, ND",ND,13930,ORD,"Chicago, IL",IL,930,938.0,8.0,8.0,0.0,0.0,0900-0959,1140,1159.0,19.0,19.0,1.0,1.0,1100-1159,0.0,,0.0,130.0,141.0,82.0,557.0,3,8.0,0.0,11.0,0.0,0.0,1.0
443762,2,13,7,2022-02-13,MQ,N210NN,3718,13198,MCI,"Kansas City, MO",MO,13930,ORD,"Chicago, IL",IL,1255,1403.0,68.0,68.0,1.0,4.0,1200-1259,1431,1532.0,61.0,61.0,1.0,4.0,1400-1459,0.0,,0.0,96.0,89.0,66.0,403.0,2,0.0,0.0,0.0,0.0,61.0,1.0
184283,2,3,4,2022-02-03,AA,N938NN,1103,10693,BNA,"Nashville, TN",TN,11298,DFW,"Dallas/Fort Worth, TX",TX,934,1126.0,112.0,112.0,1.0,7.0,0900-0959,1147,1337.0,110.0,110.0,1.0,7.0,1100-1159,0.0,,0.0,133.0,131.0,105.0,631.0,3,0.0,0.0,110.0,0.0,0.0,1.0
232724,2,20,7,2022-02-20,AS,N528AS,792,14747,SEA,"Seattle, WA",WA,11433,DTW,"Detroit, MI",MI,1025,1203.0,98.0,98.0,1.0,6.0,1000-1059,1745,1904.0,79.0,79.0,1.0,5.0,1700-1759,0.0,,0.0,260.0,241.0,212.0,1927.0,8,79.0,0.0,0.0,0.0,0.0,1.0
475051,2,23,3,2022-02-23,UA,N28987,1898,11292,DEN,"Denver, CO",CO,13930,ORD,"Chicago, IL",IL,1740,1835.0,55.0,55.0,1.0,3.0,1700-1759,2102,2136.0,35.0,35.0,1.0,2.0,2100-2159,0.0,,0.0,142.0,122.0,96.0,888.0,4,9.0,0.0,0.0,0.0,26.0,1.0
388232,2,15,2,2022-02-15,OO,N761ND,3154,11778,FSM,"Fort Smith, AR",AR,11298,DFW,"Dallas/Fort Worth, TX",TX,1238,1315.0,37.0,37.0,1.0,2.0,1200-1259,1355,1418.0,23.0,23.0,1.0,1.0,1300-1359,0.0,,0.0,77.0,63.0,40.0,227.0,1,0.0,0.0,0.0,0.0,23.0,1.0
69368,2,20,7,2022-02-20,WN,N8685B,2514,11066,CMH,"Columbus, OH",OH,14635,RSW,"Fort Myers, FL",FL,1415,1420.0,5.0,5.0,0.0,0.0,1400-1459,1650,1637.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,155.0,137.0,127.0,930.0,4,,,,,,0.0
186612,2,18,5,2022-02-18,AA,N712US,1216,11618,EWR,"Newark, NJ",NJ,11057,CLT,"Charlotte, NC",NC,1734,1806.0,32.0,32.0,1.0,2.0,1700-1759,1940,2014.0,34.0,34.0,1.0,2.0,1900-1959,0.0,,0.0,126.0,128.0,92.0,529.0,3,0.0,0.0,2.0,0.0,32.0,1.0
420126,2,24,4,2022-02-24,YX,N633RW,3617,13930,ORD,"Chicago, IL",IL,10140,ABQ,"Albuquerque, NM",NM,915,912.0,-3.0,0.0,0.0,-1.0,0900-0959,1144,1211.0,27.0,27.0,1.0,1.0,1100-1159,0.0,,0.0,209.0,239.0,186.0,1118.0,5,0.0,0.0,27.0,0.0,0.0,1.0
161374,2,21,1,2022-02-21,AA,N432AN,1799,14100,PHL,"Philadelphia, PA",PA,12892,LAX,"Los Angeles, CA",CA,1504,1507.0,3.0,3.0,0.0,0.0,1500-1559,1806,1822.0,16.0,16.0,1.0,1.0,1800-1859,0.0,,0.0,362.0,375.0,337.0,2402.0,10,3.0,0.0,13.0,0.0,0.0,1.0
38032,2,13,7,2022-02-13,OO,N605UX,5274,12266,IAH,"Houston, TX",TX,11193,CVG,"Cincinnati, OH",KY,1422,1419.0,-3.0,0.0,0.0,-1.0,1400-1459,1746,1754.0,8.0,8.0,0.0,0.0,1700-1759,0.0,,0.0,144.0,155.0,120.0,871.0,4,,,,,,0.0
122224,2,8,2,2022-02-08,WN,N223WN,1642,11292,DEN,"Denver, CO",CO,11986,GRR,"Grand Rapids, MI",MI,1445,1451.0,6.0,6.0,0.0,0.0,1400-1459,1910,1920.0,10.0,10.0,0.0,0.0,1900-1959,0.0,,0.0,145.0,149.0,122.0,1015.0,5,,,,,,0.0
252532,2,22,2,2022-02-22,B6,N828JB,66,10140,ABQ,"Albuquerque, NM",NM,12478,JFK,"New York, NY",NY,2331,127.0,116.0,116.0,1.0,7.0,2300-2359,528,707.0,99.0,99.0,1.0,6.0,0001-0559,0.0,,0.0,237.0,220.0,194.0,1826.0,8,0.0,0.0,0.0,0.0,99.0,1.0
204400,2,6,7,2022-02-06,AA,N8030F,1594,13303,MIA,"Miami, FL",FL,15016,STL,"St. Louis, MO",MO,2130,2208.0,38.0,38.0,1.0,2.0,2100-2159,2333,2352.0,20.0,20.0,1.0,1.0,2300-2359,0.0,,0.0,183.0,165.0,139.0,1068.0,5,3.0,0.0,0.0,0.0,17.0,1.0
285167,2,2,3,2022-02-02,DL,N3743H,1697,15304,TPA,"Tampa, FL",FL,10721,BOS,"Boston, MA",MA,1135,1127.0,-8.0,0.0,0.0,-1.0,1100-1159,1439,1421.0,-18.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,184.0,174.0,161.0,1185.0,5,,,,,,0.0
